,collision_date,accidents,is_12AM_3AM,is_3AM_6AM,is_6AM_9AM,is_9AM_12PM,is_12PM_3PM,is_3PM_6PM,is_6PM_9PM,is_9PM_12AM,is_monday,is_tuesday,is_wednesday,is_thursday,is_friday,is_saturday,is_sunday,avg_density_per_collision,avg_wealth_per_collision,avg_intersections_per_collision,avg_watts_per_collision,avg_lightbulbs_per_collision,avg_one_way_signs_per_collision,avg_speed_limit_signs_per_collision,avg_no_u_turn_signs_per_collision,avg_stop_sign_per_collision,avg_yield_sign_per_collision,high_severity,low_severity,number_killed,number_injured,pedestrian_accident,bicycle_accident,motorcycle_accident,truck_accident,alcohol_involved,count_ped_killed,count_ped_injured,count_bicyclist_killed,count_bicyclist_injured,intersection_N,intersection_Unknown,intersection_Y,weather_1_A,weather_1_B,weather_1_C,weather_1_D,weather_1_E,weather_1_F,weather_1_G,weather_1_Unknown,location_type_H,location_type_I,location_type_N,location_type_R,primary_coll_factor_A,primary_coll_factor_B,primary_coll_factor_C,primary_coll_factor_D,primary_coll_factor_E,primary_coll_factor_Unknown,pcf_viol_category_00,pcf_viol_category_01,pcf_viol_category_02,pcf_viol_category_03,pcf_viol_category_04,pcf_viol_category_05,pcf_viol_category_06,pcf_viol_category_07,pcf_viol_category_08,pcf_viol_category_09,pcf_viol_category_10,pcf_viol_category_11,pcf_viol_category_12,pcf_viol_category_13,pcf_viol_category_14,pcf_viol_category_15,pcf_viol_category_16,pcf_viol_category_17,pcf_viol_category_18,pcf_viol_category_21,pcf_viol_category_22,pcf_viol_category_24,pcf_viol_category_Unknown,hit_and_run_F,hit_and_run_M,hit_and_run_N,type_of_collision_A,type_of_collision_B,type_of_collision_C,type_of_collision_D,type_of_collision_E,type_of_collision_F,type_of_collision_G,type_of_collision_H,type_of_collision_Unknown,road_surface_A,road_surface_B,road_surface_C,road_surface_D,road_surface_Unknown,road_cond_1_A,road_cond_1_B,road_cond_1_C,road_cond_1_D,road_cond_1_E,road_cond_1_F,road_cond_1_G,road_cond_1_H,road_cond_1_Unknown,lighting_A,lighting_B,lighting_C,lighting_D,lighting_E,lighting_Unknown,control_device_A,control_device_B,control_device_C,control_device_D,control_device_Unknown
1039,2014-11-05T00:00:00.000Z,93,3,1,18,14,18,12,18,8,0,0,1,0,0,0,0,13949.630544818692,29984.25769483215,132.40860215053763,73512.67741935483,715.6236559139785,29.301075268817204,21.956989247311828,2.817204301075269,130.09677419354838,0.5806451612903226,6,87,1,80,0.0,0.0,0.0,0.0,0.0,1,12,0,7,39,0,54,92,1,0,0,0,0,0,0,0,0,93,0,91,1,0,1,0,0,4,4,0,18,3,5,0,7,10,18,7,4,8,0,0,0,0,0,0,4,1,0,0,9,18,66,15,12,19,27,6,1,13,0,0,92,0,0,0,1,2,0,0,0,1,0,0,88,2,61,1,31,0,0,0,50,0,0,42,1
1040,2014-11-06T00:00:00.000Z,91,2,3,13,7,16,22,16,10,0,0,0,1,0,0,0,12272.920793405776,28154.930619344745,135.53846153846155,75168.04395604396,705.2307692307693,37.0989010989011,22.285714285714285,2.340659340659341,124.48351648351648,0.4065934065934066,3,88,1,83,0.0,0.0,0.0,0.0,0.0,1,13,0,8,49,0,42,91,0,0,0,0,0,0,0,0,0,91,0,87,0,3,1,0,0,1,5,1,12,7,1,3,6,12,18,7,3,3,0,0,0,0,1,7,4,0,0,0,7,17,67,1,26,20,29,1,0,14,0,0,90,0,0,0,1,1,0,0,0,0,0,0,90,0,49,5,36,1,0,0,42,0,0,48,1
1041,2014-11-07T00:00:00.000Z,99,7,2,17,12,18,20,16,6,0,0,0,0,1,0,0,11963.875127807583,25771.377542459966,132.45454545454547,68446.31313131313,651.6868686868687,43.101010101010104,20.92929292929293,2.585858585858586,129.27272727272728,0.35353535353535354,0,99,0,77,0.0,0.0,0.0,0.0,0.0,0,10,0,8,47,0,52,98,0,1,0,0,0,0,0,0,0,99,0,92,1,3,2,0,1,4,8,0,29,2,3,2,4,4,10,4,3,4,0,0,0,0,2,10,7,3,0,0,8,25,66,4,29,25,21,9,2,9,0,0,99,0,0,0,0,0,0,0,1,0,0,0,97,1,62,4,32,1,0,0,43,1,1,54,0
1042,2014-11-08T00:00:00.000Z,100,10,3,11,9,14,17,19,15,0,0,0,0,0,1,0,12379.521364253978,28321.216254024228,132.64,66626.84,635.8,19.1,21.17,1.95,126.65,0.44,6,94,0,96,0.0,0.0,0.0,0.0,0.0,0,12,0,3,42,0,58,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,7,0,25,4,5,1,4,4,22,4,5,8,0,0,0,0,3,2,5,1,0,0,15,35,50,5,15,25,36,7,1,11,0,0,100,0,0,0,0,0,0,0,1,0,0,2,96,1,46,9,44,1,0,0,50,0,0,49,1
1043,2014-11-09T00:00:00.000Z,88,11,4,4,9,13,18,12,16,0,0,0,0,0,0,1,12720.744540541009,26443.445133153687,149.4090909090909,60535.48863636364,611.7613636363636,23.701149425287355,22.64367816091954,2.6436781609195403,143.83908045977012,0.632183908045977,3,85,0,87,0.0,0.0,0.0,0.0,0.0,0,6,0,2,38,0,50,83,4,0,0,1,0,0,0,0,0,88,0,87,0,0,1,0,0,2,10,0,22,3,3,2,2,5,19,2,0,13,0,0,0,0,0,0,4,1,0,0,8,24,56,7,21,17,29,9,1,4,0,0,87,1,0,0,0,0,0,0,1,0,0,0,86,1,37,3,47,1,0,0,45,0,0,43,0
1044,2014-11-10T00:00:00.000Z,78,3,3,4,8,20,21,13,6,1,0,0,0,0,0,0,11649.305239655238,31594.04508204315,134.5,64634.38461538462,648.2051282051282,34.666666666666664,22.05128205128205,2.6923076923076925,125.76923076923077,0.4230769230769231,4,74,1,74,0.0,0.0,0.0,0.0,0.0,1,6,0,7,39,0,39,73,4,0,0,0,0,0,1,0,0,78,0,78,0,0,0,0,0,0,4,0,13,2,3,0,6,7,20,4,2,8,0,0,0,0,0,1,6,2,0,0,14,18,46,5,25,15,19,7,0,7,0,0,78,0,0,0,0,0,0,0,0,0,0,0,76,2,47,3,26,2,0,0,38,0,0,40,0
1045,2014-11-11T00:00:00.000Z,61,2,3,10,5,10,12,13,6,0,1,0,0,0,0,0,14770.208358599664,23741.800251163317,135.52459016393442,71838.91803278688,699.1475409836065,20.131147540983605,22.704918032786885,1.6229508196721312,138.4262295081967,0.6557377049180327,2,59,0,63,0.0,0.0,0.0,0.0,0.0,0,3,0,2,31,0,30,44,17,0,0,0,0,0,0,0,0,61,0,61,0,0,0,0,0,0,4,0,16,5,2,1,1,8,12,2,1,6,0,0,0,0,0,2,1,0,0,0,5,19,37,9,13,18,15,3,0,3,0,0,60,0,0,0,1,0,0,0,0,0,0,0,61,0,29,4,28,0,0,0,24,0,0,36,1
1046,2014-11-12T00:00:00.000Z,88,3,4,15,10,7,23,18,8,0,0,1,0,0,0,0,12178.009168888011,25923.586424749214,131.25,72341.875,664.3636363636364,30.850574712643677,20.32183908045977,4.022988505747127,132.4022988505747,0.7586206896551724,3,85,3,84,0.0,0.0,0.0,0.0,0.0,1,11,0,4,51,0,37,70,18,0,0,0,0,0,0,0,0,88,0,86,1,0,1,0,0,2,5,0,25,3,3,0,6,4,16,5,3,5,0,0,0,0,2,1,6,2,0,0,11,18,59,2,18,29,22,7,0,10,0,0,88,0,0,0,0,0,0,0,3,0,0,0,84,1,42,7,35,4,0,0,37,0,0,51,0
1047,2014-11-13T00:00:00.000Z,111,3,4,16,11,18,28,21,10,0,0,0,1,0,0,0,12810.334102241954,32346.019946406534,132.6036036036036,67002.98198198198,668.2792792792793,23.34234234234234,21.972972972972972,3.1531531531531534,132.96396396396398,0.3963963963963964,2,109,0,100,0.0,0.0,0.0,0.0,0.0,0,7,0,11,51,0,60,77,29,5,0,0,0,0,0,0,0,111,0,108,0,1,2,0,0,3,3,0,19,9,7,0,9,7,27,4,1,8,0,0,0,0,3,5,4,2,0,0,12,27,72,8,24,29,40,3,0,7,0,0,102,8,0,0,1,0,0,0,1,0,0,1,108,1,62,5,41,2,1,0,56,2,0,52,1
1048,2014-11-14T00:00:00.000Z,124,3,6,17,15,17,27,23,15,0,0,0,0,1,0,0,12263.642136020128,27274.702029768956,139.09677419354838,67063.16129032258,665.0806451612904,27.016129032258064,23.387096774193548,2.3548387096774195,130.1048387096774,0.4274193548387097,3,121,1,128,0.0,0.0,0.0,0.0,0.0,1,13,0,10,66,0,58,92,32,0,0,0,0,0,0,0,0,124,0,118,3,2,1,0,0,4,6,0,25,10,4,0,1,10,30,8,3,9,0,0,0,0,1,5,5,3,0,0,13,25,86,8,25,31,39,7,0,14,0,0,122,2,0,0,0,1,0,0,1,0,0,4,117,1,55,4,60,5,0,0,49,0,0,75,0
1049,2014-11-15T00:00:00.000Z,85,11,2,8,8,18,13,9,16,0,0,0,0,0,1,0,11714.277444288253,25747.479289594874,133.08235294117648,76137.28235294118,716.0117647058823,57.37647058823529,22.105882352941176,2.9529411764705884,125.14117647058823,0.43529411764705883,5,80,1,69,0.0,0.0,0.0,0.0,0.0,0,5,0,4,38,0,47,73,12,0,0,0,0,0,0,0,0,85,0,84,0,0,1,0,0,2,9,0,21,7,1,2,6,6,15,2,1,7,0,0,0,0,1,1,4,0,0,0,12,25,48,6,14,28,22,10,0,5,0,0,82,1,0,0,2,0,0,0,0,0,0,0,83,2,41,1,40,3,0,0,42,0,0,43,0
1050,2014-11-16T00:00:00.000Z,86,14,7,2,13,10,17,15,8,0,0,0,0,0,0,1,14519.398315475066,27201.550929271405,136.74418604651163,74382.70930232559,712.7558139534884,20.58139534883721,23.453488372093023,3.313953488372093,128.15116279069767,0.43023255813953487,2,84,1,71,0.0,0.0,0.0,0.0,0.0,0,1,0,3,38,0,48,81,2,1,0,0,0,1,1,0,0,86,0,86,0,0,0,0,0,0,14,0,26,4,3,1,5,6,14,0,1,11,0,0,0,0,0,0,0,1,0,0,8,24,54,4,22,30,22,7,0,1,0,0,85,0,0,0,1,2,0,0,0,0,0,0,84,0,33,6,46,1,0,0,37,0,0,49,0
1051,2014-11-17T00:00:00.000Z,92,6,2,12,11,17,22,16,6,1,0,0,0,0,0,0,11509.452163761813,35919.02972355014,146.3804347826087,78369.17391304347,743.9130434782609,45.90217391304348,23.043478260869566,2.630434782608696,134.75,0.5760869565217391,8,84,2,72,0.0,0.0,0.0,0.0,0.0,2,7,0,2,53,0,39,89,2,0,0,0,0,0,1,0,0,92,0,90,1,0,1,0,0,2,1,0,28,5,1,1,6,5,18,0,6,8,0,0,0,0,2,4,3,2,0,0,6,25,61,1,23,25,24,8,2,9,0,0,92,0,0,0,0,0,1,0,1,0,0,0,90,0,50,4,38,0,0,0,37,0,0,55,0
1052,2014-11-18T00:00:00.000Z,84,4,4,20,11,10,16,12,7,0,1,0,0,0,0,0,11677.063385709982,27182.50895691469,144.58333333333334,69254.84523809524,684.0357142857143,42.11904761904762,23.678571428571427,2.4523809523809526,143.5595238095238,0.34523809523809523,1,83,0,68,0.0,0.0,0.0,0.0,0.0,0,11,0,4,41,0,43,78,6,0,0,0,0,0,0,0,0,84,0,82,1,0,1,0,0,3,5,0,20,1,4,3,5,3,25,6,3,4,0,0,0,0,0,0,1,1,0,0,7,18,59,5,21,14,30,3,0,11,0,0,84,0,0,0,0,0,0,0,0,0,0,0,84,0,51,3,29,1,0,0,41,0,0,43,0
1053,2014-11-19T00:00:00.000Z,87,1,1,12,17,12,24,17,3,0,0,1,0,0,0,0,13608.513494436567,23858.350221939425,128.27586206896552,66597.96551724138,635.2298850574713,21.114942528735632,20.67816091954023,2.2298850574712645,126.2183908045977,0.4482758620689655,3,84,1,100,0.0,0.0,0.0,0.0,0.0,0,10,0,6,37,0,50,84,3,0,0,0,0,0,0,0,0,87,0,87,0,0,0,0,0,2,2,0,20,3,3,1,5,8,27,2,5,4,0,0,0,0,0,1,4,0,0,0,9,12,66,9,15,19,29,4,1,10,0,0,85,2,0,0,0,1,1,0,0,1,2,0,82,0,56,5,26,0,0,0,45,0,0,42,0
1054,2014-11-20T00:00:00.000Z,90,2,2,15,9,13,15,19,15,0,0,0,1,0,0,0,12575.571558467576,24862.910637313304,140.86666666666667,72830.12222222223,682.3222222222222,43.733333333333334,20.58888888888889,2.577777777777778,125.85555555555555,0.6666666666666666,2,88,0,81,0.0,0.0,0.0,0.0,0.0,0,6,0,9,41,0,49,69,18,3,0,0,0,0,0,0,0,90,0,89,1,0,0,0,0,1,3,0,18,2,3,1,5,6,23,3,2,8,0,0,0,0,4,3,5,3,0,0,13,15,62,7,20,18,34,4,1,6,0,0,80,10,0,0,0,1,0,0,1,0,0,1,87,0,48,2,40,0,0,0,42,0,0,48,0
1055,2014-11-21T00:00:00.000Z,116,6,3,23,17,18,26,14,9,0,0,0,0,1,0,0,12847.85578823052,25456.691802855195,125.19827586206897,63998.34482758621,626.0948275862069,23.655172413793103,21.896551724137932,1.853448275862069,122.11206896551724,0.4827586206896552,3,113,1,111,0.0,0.0,0.0,0.0,0.0,1,14,0,5,43,0,73,112,4,0,0,0,0,0,0,0,0,116,0,114,0,1,1,0,0,3,6,0,21,6,0,2,8,7,29,10,2,11,0,0,0,1,0,3,4,3,0,0,6,28,82,6,26,25,35,9,0,15,0,0,113,3,0,0,0,0,0,1,0,0,0,0,115,0,72,3,41,0,0,0,56,1,0,56,3
1056,2014-11-22T00:00:00.000Z,89,9,8,4,10,15,16,10,17,0,0,0,0,0,1,0,13315.555619871218,25887.64680996335,128.58426966292134,76471.25842696629,705.5730337078652,43.337078651685395,21.235955056179776,3.393258426966292,126.33707865168539,0.48314606741573035,1,88,0,68,0.0,0.0,0.0,0.0,0.0,0,12,0,2,45,0,44,87,1,0,0,0,0,1,0,0,0,89,0,88,1,0,0,0,0,1,13,0,18,2,1,0,11,4,15,7,1,8,1,0,0,0,0,2,2,3,0,0,11,27,51,5,22,22,23,5,1,11,0,0,89,0,0,0,0,0,0,1,1,0,0,0,85,2,38,5,43,3,0,0,41,0,0,48,0
1057,2014-11-23T00:00:00.000Z,81,12,9,3,8,14,20,10,4,0,0,0,0,0,0,1,11986.228750763174,25248.906780801113,131.8641975308642,65663.75308641975,642.7901234567901,27.506172839506174,21.049382716049383,1.9135802469135803,129.01234567901236,0.4691358024691358,8,73,1,84,0.0,0.0,0.0,0.0,0.0,1,5,0,4,47,0,34,76,2,1,0,0,0,2,0,0,0,81,0,80,1,0,0,0,0,0,13,0,16,2,1,0,5,11,15,1,6,3,0,1,0,0,0,2,3,2,0,0,10,22,49,5,21,23,18,6,1,7,0,0,80,1,0,0,0,0,0,0,0,0,0,0,80,1,39,3,37,2,0,0,27,1,0,53,0
1058,2014-11-24T00:00:00.000Z,77,4,3,9,13,13,18,14,3,1,0,0,0,0,0,0,12161.531752037516,26031.06089389872,133.32467532467533,68115.23376623377,654.038961038961,40.43421052631579,21.210526315789473,2.039473684210526,122.13157894736842,0.5394736842105263,2,75,0,84,0.0,0.0,0.0,0.0,0.0,0,8,0,4,41,0,36,75,0,0,0,0,0,1,1,0,0,77,0,77,0,0,0,0,0,1,5,0,21,1,3,1,2,2,24,5,0,5,0,0,0,0,1,2,2,2,0,0,9,9,59,5,17,16,25,7,0,7,0,0,77,0,0,0,0,0,0,0,0,0,0,0,76,1,47,4,26,0,0,0,37,0,0,40,0
1059,2014-11-25T00:00:00.000Z,84,6,3,13,15,14,18,10,4,0,1,0,0,0,0,0,10291.611697625349,29951.863014163788,129.03571428571428,64025.25,639.0238095238095,27.333333333333332,19.61904761904762,2.4404761904761907,121.71428571428571,0.47619047619047616,3,81,0,95,0.0,0.0,0.0,0.0,0.0,0,7,0,5,36,0,48,84,0,0,0,0,0,0,0,0,0,84,0,83,0,0,1,0,0,3,5,0,17,7,3,0,2,5,26,4,1,6,0,0,0,0,0,2,3,0,0,0,4,14,66,10,8,23,27,9,0,7,0,0,82,0,0,0,2,0,1,0,0,0,0,1,81,1,51,3,28,1,1,0,49,1,0,34,0
1060,2014-11-26T00:00:00.000Z,92,3,0,12,10,18,20,16,12,0,0,1,0,0,0,0,11320.651071483293,27771.53200813982,135.5108695652174,70747.68478260869,680.2934782608696,38.747252747252745,23.32967032967033,3.4065934065934065,125.0,0.4065934065934066,6,86,1,87,0.0,0.0,0.0,0.0,0.0,1,10,0,12,38,0,54,90,1,0,0,0,0,0,1,0,0,92,0,90,1,0,1,0,0,2,6,0,21,0,4,0,2,5,24,6,3,8,0,0,0,0,2,3,4,2,0,0,7,16,69,6,16,16,34,7,1,12,0,0,91,0,0,0,1,0,0,0,1,0,0,0,88,3,50,10,32,0,0,0,51,0,0,41,0
1061,2014-11-27T00:00:00.000Z,77,13,5,10,7,7,13,12,9,0,0,0,1,0,0,0,13753.800620067066,31630.136324914944,126.71428571428571,60215.87012987013,603.3766233766233,14.025974025974026,19.961038961038962,1.9610389610389611,127.84415584415585,0.5714285714285714,2,75,1,72,0.0,0.0,0.0,0.0,0.0,1,2,0,2,37,0,40,77,0,0,0,0,0,0,0,0,0,77,0,77,0,0,0,0,0,0,8,0,21,2,3,3,2,6,12,0,2,10,0,0,0,0,0,1,2,5,0,0,12,22,43,4,19,15,28,7,1,3,0,0,76,0,0,0,1,0,0,0,0,0,0,0,77,0,33,2,40,2,0,0,38,0,0,38,1
1062,2014-11-28T00:00:00.000Z,54,4,3,4,10,8,9,7,9,0,0,0,0,1,0,0,11512.259352037974,39531.26955696864,125.11111111111111,66330.14814814815,644.4629629629629,30.055555555555557,20.944444444444443,2.0555555555555554,142.0943396226415,0.37735849056603776,2,52,0,55,0.0,0.0,0.0,0.0,0.0,0,9,0,4,26,0,28,53,1,0,0,0,0,0,0,0,0,54,0,53,0,1,0,0,0,0,4,0,15,2,0,0,0,3,9,3,3,8,0,0,0,0,2,1,2,2,0,0,8,8,38,1,13,9,14,8,0,9,0,0,54,0,0,0,0,0,0,0,1,0,0,0,52,1,29,1,23,1,0,0,28,0,0,26,0
1063,2014-11-29T00:00:00.000Z,86,8,7,3,8,19,13,17,11,0,0,0,0,0,1,0,13628.057163487167,22531.32004524337,129.48837209302326,77725.5,722.1627906976744,48.98837209302326,22.302325581395348,1.9883720930232558,120.93023255813954,0.38372093023255816,2,84,0,76,0.0,0.0,0.0,0.0,0.0,0,4,0,3,42,0,44,84,2,0,0,0,0,0,0,0,0,86,0,83,1,2,0,0,0,0,9,0,28,1,2,0,4,8,14,2,2,8,0,0,0,0,0,2,3,3,0,0,7,27,52,7,14,22,26,12,1,4,0,0,86,0,0,0,0,0,0,0,0,0,0,0,86,0,38,1,45,2,0,0,39,0,0,46,1
1064,2014-11-30T00:00:00.000Z,101,9,6,4,17,19,14,22,9,0,0,0,0,0,0,1,11885.4222615567,28786.087698697575,137.59405940594058,64239.9702970297,628.7326732673267,21.10891089108911,21.544554455445546,2.623762376237624,130.37623762376236,0.27722772277227725,3,98,1,87,0.0,0.0,0.0,0.0,0.0,0,8,0,3,45,0,56,20,38,43,0,0,0,0,0,0,0,101,0,99,0,0,2,0,0,3,12,0,32,1,1,0,3,8,19,4,4,2,0,0,0,0,2,1,7,2,0,0,9,27,65,4,16,25,30,18,0,8,0,0,26,75,0,0,0,0,0,0,0,1,0,4,94,2,44,3,51,3,0,0,41,3,0,56,1
1065,2014-12-01T00:00:00.000Z,82,7,1,7,16,8,19,15,8,1,0,0,0,0,0,0,10767.564424301909,31067.03015911171,123.2439024390244,56393.89024390244,578.8048780487804,14.902439024390244,19.98780487804878,1.9390243902439024,123.1604938271605,0.2962962962962963,5,77,1,66,0.0,0.0,0.0,0.0,0.0,0,11,0,2,40,0,42,37,43,2,0,0,0,0,0,0,0,82,0,80,1,0,1,0,0,1,6,0,26,2,3,1,5,9,9,4,5,3,0,0,0,0,0,2,5,1,0,0,12,25,45,6,17,24,13,11,2,9,0,0,71,11,0,0,0,1,1,1,0,0,0,0,77,2,42,5,34,0,1,0,36,0,0,46,0
1066,2014-12-02T00:00:00.000Z,98,3,4,16,12,13,21,20,8,0,1,0,0,0,0,0,13432.965831324023,26814.5360241324,141.3469387755102,72461.89795918367,695.4387755102041,30.224489795918366,23.193877551020407,2.7653061224489797,140.4742268041237,0.4536082474226804,4,94,0,98,0.0,0.0,0.0,0.0,0.0,0,23,0,3,48,0,50,10,23,65,0,0,0,0,0,0,0,98,0,98,0,0,0,0,0,3,1,0,26,4,3,1,8,5,16,11,7,4,0,0,0,0,0,4,4,1,0,0,5,22,71,5,18,23,20,9,0,23,0,0,9,89,0,0,0,0,0,1,0,0,0,0,96,1,46,7,44,1,0,0,39,3,0,56,0
1067,2014-12-03T00:00:00.000Z,112,5,3,18,10,12,20,32,10,0,0,1,0,0,0,0,11951.840278371343,27928.231806133153,130.58035714285714,69908.375,665.8303571428571,49.169642857142854,19.428571428571427,2.3214285714285716,120.80357142857143,0.48214285714285715,3,109,0,94,0.0,0.0,0.0,0.0,0.0,0,23,0,4,57,0,55,9,40,63,0,0,0,0,0,0,0,112,0,111,0,0,1,0,0,4,6,0,37,3,1,1,3,6,22,11,5,5,0,0,0,0,0,2,5,1,0,0,10,29,73,4,14,23,36,14,0,21,0,0,8,104,0,0,0,0,0,0,1,0,0,0,108,3,49,5,58,0,0,0,53,1,0,58,0
1068,2014-12-04T00:00:00.000Z,112,6,7,20,12,18,27,17,5,0,0,0,1,0,0,0,12323.527889868443,25804.039773145367,138.09821428571428,70204.75892857143,671.8839285714286,40.972972972972975,22.65765765765766,2.7027027027027026,133.91071428571428,0.7142857142857143,4,108,1,91,0.0,0.0,0.0,0.0,0.0,0,9,0,11,43,0,69,90,18,4,0,0,0,0,0,0,0,112,0,108,2,1,1,0,0,2,3,0,27,7,5,2,7,3,26,6,2,6,0,0,0,0,2,4,5,5,0,0,7,26,79,10,24,31,29,9,0,9,0,0,89,23,0,0,0,1,0,0,0,0,0,0,110,1,62,4,45,1,0,0,45,1,0,65,1
1069,2014-12-05T00:00:00.000Z,76,5,2,7,7,12,15,16,11,0,0,0,0,1,0,0,10185.603462304469,32477.859179797742,142.0,62575.01315789474,630.4736842105264,29.236842105263158,23.592105263157894,3.1973684210526314,131.1578947368421,0.3157894736842105,4,72,2,57,0.0,0.0,0.0,0.0,0.0,0,8,0,1,34,0,42,61,15,0,0,0,0,0,0,0,0,76,0,75,1,0,0,0,0,0,5,0,19,2,1,1,3,6,12,6,1,8,0,0,0,0,2,2,6,2,0,0,9,23,44,6,15,19,20,7,1,8,0,0,76,0,0,0,0,0,0,0,1,0,0,1,74,0,33,2,40,1,0,0,37,0,0,37,2
1070,2014-12-06T00:00:00.000Z,85,7,7,3,12,7,20,18,9,0,0,0,0,0,1,0,12798.204971968398,24716.82291610472,133.0,60608.82352941176,599.1294117647059,21.38095238095238,21.13095238095238,2.369047619047619,132.85882352941175,0.5294117647058824,3,82,1,72,0.0,0.0,0.0,0.0,0.0,0,8,0,2,54,0,31,81,3,1,0,0,0,0,0,0,0,85,0,83,0,1,1,0,0,3,7,0,24,3,3,1,3,9,9,2,3,10,0,0,0,0,1,3,3,1,0,0,9,29,47,5,18,27,21,6,0,8,0,0,84,1,0,0,0,0,0,0,0,1,0,1,81,2,32,3,45,5,0,0,35,0,0,50,0
1071,2014-12-07T00:00:00.000Z,75,8,11,6,3,12,11,12,11,0,0,0,0,0,0,1,11860.02231099567,23777.42644967034,128.92,53648.2,563.3333333333334,16.413333333333334,21.12,2.026666666666667,128.17333333333335,0.5066666666666667,6,69,1,62,0.0,0.0,0.0,0.0,0.0,0,5,0,1,46,0,29,71,4,0,0,0,0,0,0,0,0,75,0,75,0,0,0,0,0,1,6,0,22,2,3,1,3,6,14,1,3,2,0,0,0,0,0,3,5,3,0,0,6,32,37,7,23,14,14,11,0,6,0,0,73,0,0,0,2,0,0,0,0,0,0,0,75,0,27,4,40,4,0,0,30,0,0,44,1
1072,2014-12-08T00:00:00.000Z,106,8,2,16,15,16,18,22,8,1,0,0,0,0,0,0,11702.82360173371,31347.619913226867,134.49056603773585,66820.25471698113,643.9528301886793,33.06603773584906,21.21698113207547,2.9245283018867925,129.9433962264151,0.5660377358490566,5,101,0,99,0.0,0.0,0.0,0.0,0.0,0,10,0,10,48,0,58,102,4,0,0,0,0,0,0,0,0,106,0,104,0,0,2,0,0,4,9,0,22,8,3,1,4,6,22,4,2,7,0,0,1,0,1,3,7,2,0,0,6,21,79,9,21,23,29,13,1,10,0,0,104,0,0,0,2,0,0,0,0,0,0,0,104,2,56,2,48,0,0,0,53,0,0,53,0
1073,2014-12-09T00:00:00.000Z,109,7,1,14,26,18,19,21,3,0,1,0,0,0,0,0,11454.15220947576,32661.787538849978,122.41284403669725,62695.25688073395,620.2752293577981,27.201834862385322,20.44954128440367,2.6055045871559632,118.07339449541284,0.3211009174311927,4,105,0,137,0.0,0.0,0.0,0.0,0.0,0,13,0,9,52,0,57,106,3,0,0,0,0,0,0,0,0,109,0,106,1,1,1,0,0,1,7,0,17,6,4,0,6,7,27,6,6,8,1,0,0,0,2,3,5,3,0,0,13,17,79,9,21,23,35,8,0,13,0,0,108,1,0,0,0,0,0,0,1,0,0,2,106,0,68,2,39,0,0,0,65,0,0,44,0
1074,2014-12-10T00:00:00.000Z,75,2,4,13,13,12,16,10,5,0,0,1,0,0,0,0,11391.977426274145,36227.77095823777,132.01333333333332,65598.14666666667,638.84,28.093333333333334,19.44,2.9466666666666668,125.62666666666667,0.3466666666666667,2,73,0,74,0.0,0.0,0.0,0.0,0.0,0,7,0,6,33,0,42,70,5,0,0,0,0,0,0,0,0,75,0,73,1,0,1,0,0,2,2,0,16,3,3,1,1,7,15,5,2,8,0,0,1,0,1,3,2,3,0,0,9,13,53,7,12,18,22,9,0,7,0,0,74,0,0,0,1,0,0,0,0,0,0,0,74,1,47,4,22,2,0,0,37,0,0,38,0
1075,2014-12-11T00:00:00.000Z,96,8,0,13,11,18,16,18,12,0,0,0,1,0,0,0,12528.425055215384,26110.837873911358,145.13541666666666,69724.72631578948,709.6736842105263,37.747368421052634,23.610526315789475,1.9789473684210526,152.8,0.5368421052631579,5,91,1,86,0.0,0.0,0.0,0.0,0.0,1,4,0,4,49,0,47,35,49,12,0,0,0,0,0,0,0,96,0,95,1,0,0,0,0,1,8,0,29,5,4,0,7,8,19,1,1,4,0,0,0,0,0,3,3,3,0,0,9,34,53,4,23,27,29,8,0,5,0,0,80,14,0,1,1,0,0,0,0,0,0,0,94,2,47,3,45,1,0,0,31,0,0,64,1
1076,2014-12-12T00:00:00.000Z,97,8,6,9,13,16,14,17,13,0,0,0,0,1,0,0,12565.673993136757,28030.83766633858,137.88659793814432,64893.52577319588,643.5876288659794,13.989690721649485,21.95876288659794,2.7628865979381443,140.84536082474227,0.4329896907216495,2,95,0,111,0.0,0.0,0.0,0.0,0.0,0,4,0,7,44,0,53,37,28,32,0,0,0,0,0,0,0,97,0,93,1,2,1,0,0,2,10,0,31,4,0,0,1,2,29,4,1,4,0,0,0,0,0,5,2,2,0,0,12,21,64,11,19,24,28,10,1,4,0,0,42,55,0,0,0,0,0,0,1,0,0,3,91,2,42,7,47,0,1,0,42,4,0,51,0
1077,2014-12-13T00:00:00.000Z,115,11,7,14,14,12,24,12,21,0,0,0,0,0,1,0,12744.286498655025,23996.804536438736,125.84347826086956,63477.556521739134,647.7130434782608,26.565217391304348,20.93913043478261,1.565217391304348,128.41739130434783,0.45217391304347826,3,112,1,119,0.0,0.0,0.0,0.0,0.0,0,6,0,2,49,0,66,108,6,1,0,0,0,0,0,0,0,115,0,111,1,0,2,0,1,3,8,0,23,5,5,2,5,6,27,5,2,9,0,0,0,0,2,3,8,2,0,0,11,33,71,9,23,33,38,3,2,7,0,0,108,5,0,1,1,0,1,1,0,0,0,2,110,1,55,5,54,1,0,0,51,3,0,60,1
