,collision_date,accidents,is_12AM_3AM,is_3AM_6AM,is_6AM_9AM,is_9AM_12PM,is_12PM_3PM,is_3PM_6PM,is_6PM_9PM,is_9PM_12AM,is_monday,is_tuesday,is_wednesday,is_thursday,is_friday,is_saturday,is_sunday,avg_density_per_collision,avg_wealth_per_collision,avg_intersections_per_collision,avg_watts_per_collision,avg_lightbulbs_per_collision,avg_one_way_signs_per_collision,avg_speed_limit_signs_per_collision,avg_no_u_turn_signs_per_collision,avg_stop_sign_per_collision,avg_yield_sign_per_collision,high_severity,low_severity,number_killed,number_injured,pedestrian_accident,bicycle_accident,motorcycle_accident,truck_accident,alcohol_involved,count_ped_killed,count_ped_injured,count_bicyclist_killed,count_bicyclist_injured,intersection_N,intersection_Unknown,intersection_Y,weather_1_A,weather_1_B,weather_1_C,weather_1_D,weather_1_E,weather_1_F,weather_1_G,weather_1_Unknown,location_type_H,location_type_I,location_type_N,location_type_R,primary_coll_factor_A,primary_coll_factor_B,primary_coll_factor_C,primary_coll_factor_D,primary_coll_factor_E,primary_coll_factor_Unknown,pcf_viol_category_00,pcf_viol_category_01,pcf_viol_category_02,pcf_viol_category_03,pcf_viol_category_04,pcf_viol_category_05,pcf_viol_category_06,pcf_viol_category_07,pcf_viol_category_08,pcf_viol_category_09,pcf_viol_category_10,pcf_viol_category_11,pcf_viol_category_12,pcf_viol_category_13,pcf_viol_category_14,pcf_viol_category_15,pcf_viol_category_16,pcf_viol_category_17,pcf_viol_category_18,pcf_viol_category_21,pcf_viol_category_22,pcf_viol_category_24,pcf_viol_category_Unknown,hit_and_run_F,hit_and_run_M,hit_and_run_N,type_of_collision_A,type_of_collision_B,type_of_collision_C,type_of_collision_D,type_of_collision_E,type_of_collision_F,type_of_collision_G,type_of_collision_H,type_of_collision_Unknown,road_surface_A,road_surface_B,road_surface_C,road_surface_D,road_surface_Unknown,road_cond_1_A,road_cond_1_B,road_cond_1_C,road_cond_1_D,road_cond_1_E,road_cond_1_F,road_cond_1_G,road_cond_1_H,road_cond_1_Unknown,lighting_A,lighting_B,lighting_C,lighting_D,lighting_E,lighting_Unknown,control_device_A,control_device_B,control_device_C,control_device_D,control_device_Unknown
117,2012-04-27T00:00:00.000Z,107,5,6,16,16,10,20,18,16,0,0,0,0,1,0,0,11001.082175804313,28247.67359053848,152.01869158878506,63487.51401869159,644.0280373831775,39.308411214953274,21.8411214953271,2.1121495327102804,138.9626168224299,0.4953271028037383,3,104,0,94,0.0,0.0,0.0,0.0,0.0,0,11,0,9,57,0,50,104,3,0,0,0,0,0,0,1,0,106,0,105,1,0,1,0,0,6,14,0,24,4,6,0,2,11,22,2,5,1,0,0,0,0,1,0,5,3,0,1,15,25,67,9,24,24,27,12,0,11,0,0,106,0,0,1,0,2,0,0,0,0,0,1,104,0,69,5,33,0,0,0,36,2,0,69,0
118,2012-04-28T00:00:00.000Z,122,10,9,5,14,19,25,16,24,0,0,0,0,0,1,0,12507.129289504217,24963.695074748037,131.90983606557376,63617.32786885246,638.0655737704918,31.950819672131146,20.37704918032787,2.5901639344262297,129.8099173553719,0.5785123966942148,7,115,1,103,0.0,0.0,0.0,0.0,0.0,0,8,0,11,68,0,54,120,2,0,0,0,0,0,0,2,0,120,0,121,0,0,1,0,0,3,19,0,25,2,3,2,5,13,19,4,1,10,0,0,0,0,4,1,7,3,0,1,16,45,61,12,25,36,33,8,0,8,0,0,122,0,0,0,0,0,0,0,0,0,0,0,122,0,66,5,50,1,0,0,41,0,0,79,2
119,2012-04-29T00:00:00.000Z,78,16,6,5,7,14,14,7,9,0,0,0,0,0,0,1,13349.70974757606,24142.888708055598,138.15384615384616,63042.294871794875,608.6794871794872,32.46153846153846,19.025641025641026,1.6794871794871795,123.84615384615384,0.6025641025641025,2,76,0,60,0.0,0.0,0.0,0.0,0.0,0,4,0,6,44,0,34,74,3,0,0,0,0,0,1,1,0,77,0,77,0,0,1,0,0,3,8,0,20,2,1,1,6,6,16,2,1,3,0,0,0,0,0,0,5,2,0,2,10,32,36,9,28,15,17,6,0,3,0,0,78,0,0,0,0,0,1,0,0,0,0,0,77,0,38,3,35,2,0,0,31,0,0,46,1
120,2012-04-30T00:00:00.000Z,69,2,0,8,8,14,19,10,8,1,0,0,0,0,0,0,14918.60287613523,26216.43966367814,132.57971014492753,60396.10144927536,630.5797101449275,11.623188405797102,22.057971014492754,2.391304347826087,127.89855072463769,0.4057971014492754,2,67,1,53,0.0,0.0,0.0,0.0,0.0,0,1,0,5,37,0,32,48,20,1,0,0,0,0,0,0,0,69,0,67,0,0,1,0,1,1,3,0,13,6,5,2,3,4,21,1,0,1,0,0,0,0,2,1,4,1,0,1,2,22,45,7,19,15,20,7,0,1,0,0,68,1,0,0,0,0,0,0,0,0,0,1,67,1,53,4,12,0,0,0,24,1,0,44,0
121,2012-05-01T00:00:00.000Z,81,4,2,13,11,13,16,12,10,0,1,0,0,0,0,0,10970.212962599488,25170.591518886045,135.92592592592592,76848.3950617284,699.4197530864197,44.2962962962963,20.77777777777778,2.4074074074074074,129.66666666666666,0.4567901234567901,1,80,0,76,0.0,0.0,0.0,0.0,0.0,0,4,0,7,42,0,39,42,35,3,0,0,1,0,0,0,0,81,0,80,1,0,0,0,0,2,2,0,16,5,4,2,7,13,14,1,2,6,0,0,0,0,0,0,5,1,0,1,8,22,51,5,19,21,26,6,0,4,0,0,72,9,0,0,0,0,0,0,0,0,0,0,80,1,59,4,17,1,0,0,33,0,0,48,0
122,2012-05-02T00:00:00.000Z,73,3,2,10,7,8,24,10,9,0,0,1,0,0,0,0,11941.34532125895,25697.775492693556,135.2876712328767,65897.80821917808,654.068493150685,19.575342465753426,20.82191780821918,2.589041095890411,143.1095890410959,0.6712328767123288,3,70,0,58,0.0,0.0,0.0,0.0,0.0,0,8,0,3,43,0,30,39,32,2,0,0,0,0,0,0,0,73,0,73,0,0,0,0,0,2,3,0,28,4,2,1,4,6,7,1,2,5,0,0,0,0,0,0,5,2,0,1,5,27,41,4,19,24,12,8,0,6,0,0,68,5,0,0,0,3,0,0,0,0,0,0,70,0,54,3,15,1,0,0,29,0,0,44,0
123,2012-05-03T00:00:00.000Z,98,6,3,10,14,19,18,11,16,0,0,0,1,0,0,0,12678.78974454679,26828.852911918126,145.8673469387755,74639.14285714286,710.1734693877551,42.33673469387755,23.275510204081634,3.163265306122449,139.92857142857142,0.6428571428571429,4,94,1,83,0.0,0.0,0.0,0.0,0.0,1,10,0,8,54,0,44,83,15,0,0,0,0,0,0,0,1,97,0,98,0,0,0,0,0,2,9,0,18,7,6,2,4,3,23,1,4,5,1,0,0,0,3,0,7,1,0,2,11,25,62,4,22,32,28,2,0,10,0,0,97,1,0,0,0,0,0,0,0,0,0,2,95,1,66,4,28,0,0,0,37,0,0,61,0
124,2012-05-04T00:00:00.000Z,76,6,0,12,8,7,22,8,13,0,0,0,0,1,0,0,10894.49994447558,31150.432650373514,143.17105263157896,69978.57894736843,707.2894736842105,27.0,22.42105263157895,2.013157894736842,138.89473684210526,0.40789473684210525,3,73,1,61,0.0,0.0,0.0,0.0,0.0,0,5,0,4,31,0,45,74,2,0,0,0,0,0,0,2,0,74,0,71,4,0,1,0,0,1,6,0,16,5,3,4,5,5,21,0,0,4,0,0,0,0,0,0,1,4,0,1,6,26,44,6,22,19,21,4,0,4,0,0,76,0,0,0,0,0,0,0,0,0,0,0,76,0,52,3,21,0,0,0,33,0,0,42,1
125,2012-05-05T00:00:00.000Z,118,14,4,2,14,25,18,28,13,0,0,0,0,0,1,0,11625.220824901005,33609.993695825746,144.20338983050848,68838.95762711864,683.7796610169491,25.0,23.271186440677965,2.669491525423729,144.54237288135593,0.6101694915254238,7,111,0,111,0.0,0.0,0.0,0.0,0.0,0,5,0,11,56,0,62,116,2,0,0,0,0,0,0,0,0,118,0,117,1,0,0,0,0,1,18,0,29,2,5,2,3,11,26,1,4,6,0,0,0,0,0,0,7,3,0,0,15,37,66,13,26,42,28,4,0,5,0,0,118,0,0,0,0,0,0,0,0,0,0,1,116,1,73,10,35,0,0,0,57,0,0,61,0
126,2012-05-06T00:00:00.000Z,89,19,2,3,10,14,17,12,11,0,0,0,0,0,0,1,10472.594441423493,27000.721234775472,134.22471910112358,59692.86516853933,608.6067415730337,11.786516853932584,19.96629213483146,1.7303370786516854,137.26966292134833,0.3707865168539326,3,86,2,80,0.0,0.0,0.0,0.0,0.0,2,5,0,5,49,0,40,88,1,0,0,0,0,0,0,1,0,87,1,87,1,1,0,0,0,2,11,0,17,6,8,0,5,6,11,3,3,6,0,0,0,0,0,1,6,3,0,1,17,22,50,6,18,30,20,8,0,7,0,0,89,0,0,0,0,0,0,0,0,1,0,0,88,0,50,0,39,0,0,0,39,1,0,49,0
127,2012-05-07T00:00:00.000Z,77,3,3,13,14,11,15,11,7,1,0,0,0,0,0,0,11017.643991481651,29302.23232145496,135.25974025974025,59291.66233766234,579.0909090909091,12.2987012987013,22.12987012987013,2.142857142857143,130.03896103896105,0.5194805194805194,3,74,1,67,0.0,0.0,0.0,0.0,0.0,0,8,0,7,44,0,33,76,1,0,0,0,0,0,0,0,0,77,0,74,1,1,1,0,0,5,1,0,18,6,5,2,4,4,11,5,3,7,0,0,0,0,1,1,2,1,0,1,11,18,48,3,14,22,25,3,1,9,0,0,77,0,0,0,0,1,0,0,1,0,0,1,74,0,62,1,14,0,0,0,26,0,0,51,0
128,2012-05-08T00:00:00.000Z,84,3,2,12,15,17,19,9,7,0,1,0,0,0,0,0,11081.871578232489,51138.34298002012,153.47619047619048,73183.22619047618,696.797619047619,37.29761904761905,23.523809523809526,2.4166666666666665,143.92857142857142,0.6190476190476191,3,81,0,74,0.0,0.0,0.0,0.0,0.0,0,6,0,10,34,0,50,84,0,0,0,0,0,0,0,0,0,84,0,83,0,1,0,0,0,0,5,0,17,6,6,1,2,6,22,2,0,10,1,0,0,0,1,1,3,1,0,0,8,17,59,5,16,18,32,8,0,5,0,0,84,0,0,0,0,0,0,0,0,0,0,0,84,0,68,4,12,0,0,0,40,1,0,43,0
129,2012-05-09T00:00:00.000Z,97,5,3,12,15,13,22,15,11,0,0,1,0,0,0,0,11246.05966950772,26879.670332340633,137.29896907216494,64253.278350515466,633.0412371134021,18.824742268041238,22.463917525773194,3.536082474226804,134.42268041237114,0.5670103092783505,2,95,0,87,0.0,0.0,0.0,0.0,0.0,0,6,0,9,47,0,50,97,0,0,0,0,0,0,0,0,0,97,0,97,0,0,0,0,0,1,9,0,18,6,3,2,2,3,24,2,4,11,0,0,0,0,0,1,9,0,0,2,9,24,64,1,19,26,36,9,0,6,0,0,97,0,0,0,0,0,0,0,0,0,0,0,97,0,70,4,21,2,0,0,44,0,0,52,1
130,2012-05-10T00:00:00.000Z,76,3,3,8,8,13,17,14,10,0,0,0,1,0,0,0,11549.906147849677,42237.18920524997,140.97368421052633,68465.48684210527,668.8815789473684,37.04,24.88,3.493333333333333,141.52,0.41333333333333333,4,72,1,56,0.0,0.0,0.0,0.0,0.0,1,5,0,10,40,0,36,76,0,0,0,0,0,0,0,0,0,76,0,74,0,1,1,0,0,4,4,0,13,2,7,1,5,7,16,2,3,2,0,0,0,0,1,1,6,2,0,0,10,21,45,4,19,15,27,5,0,6,0,0,76,0,0,0,0,0,0,0,0,0,0,1,75,0,52,6,18,0,0,0,34,0,0,42,0
131,2012-05-11T00:00:00.000Z,87,5,1,7,13,18,14,19,10,0,0,0,0,1,0,0,9653.548987452084,37773.76697100109,135.08045977011494,66919.6551724138,656.1609195402299,43.229885057471265,22.896551724137932,2.5172413793103448,127.80459770114942,0.42528735632183906,4,83,1,71,0.0,0.0,0.0,0.0,0.0,1,7,0,8,47,0,40,83,4,0,0,0,0,0,0,0,0,87,0,84,1,0,2,0,0,4,6,0,18,6,3,1,2,7,19,3,5,5,0,0,0,0,1,1,5,1,0,0,10,22,55,0,20,21,30,7,1,8,0,0,87,0,0,0,0,1,0,0,0,0,0,0,86,0,64,3,20,0,0,0,35,0,0,52,0
132,2012-05-12T00:00:00.000Z,82,14,2,5,6,11,14,15,14,0,0,0,0,0,1,0,11172.32581942654,26054.02587150281,124.8780487804878,56224.20731707317,555.5853658536586,21.98780487804878,20.25609756097561,2.1219512195121952,117.2560975609756,0.43902439024390244,4,78,0,74,0.0,0.0,0.0,0.0,0.0,0,5,0,1,47,0,35,76,6,0,0,0,0,0,0,0,0,82,0,80,1,0,1,0,0,1,4,0,29,1,2,0,8,6,13,2,3,6,0,0,0,0,0,0,3,1,0,3,8,27,47,5,17,25,24,6,0,5,0,0,82,0,0,0,0,0,0,0,0,0,0,0,82,0,45,3,33,1,0,0,33,1,0,48,0
133,2012-05-13T00:00:00.000Z,84,12,7,3,13,15,13,12,8,0,0,0,0,0,0,1,11687.056050018451,34207.84469727765,139.91666666666666,60699.01190476191,599.5595238095239,21.464285714285715,21.333333333333332,2.5357142857142856,134.81927710843374,0.5421686746987951,5,79,0,74,0.0,0.0,0.0,0.0,0.0,0,5,0,3,38,0,46,83,1,0,0,0,0,0,0,0,0,83,1,84,0,0,0,0,0,0,6,0,26,3,1,1,3,5,16,2,2,12,0,0,0,0,1,0,5,1,0,0,7,26,51,7,17,26,23,6,0,5,0,0,84,0,0,0,0,0,0,0,0,0,0,0,84,0,51,3,28,2,0,0,40,1,0,43,0
134,2012-05-14T00:00:00.000Z,90,2,3,15,18,12,20,11,9,1,0,0,0,0,0,0,11433.279807440074,29430.546095021655,138.9,60795.21111111111,627.4,26.6,22.88888888888889,3.5444444444444443,132.72222222222223,0.5222222222222223,2,88,1,85,0.0,0.0,0.0,0.0,0.0,0,8,0,4,45,0,45,90,0,0,0,0,0,0,0,0,0,90,0,89,0,1,0,0,0,1,5,0,21,4,2,1,5,7,13,2,2,9,0,0,0,0,0,1,7,6,0,4,4,25,61,6,20,31,21,6,0,6,0,0,90,0,0,0,0,0,0,0,0,0,0,0,90,0,75,2,13,0,0,0,43,1,0,45,1
135,2012-05-15T00:00:00.000Z,70,1,2,12,12,7,12,14,10,0,1,0,0,0,0,0,12674.910663618271,37306.28520796787,137.11428571428573,63665.02857142857,636.3142857142857,12.985714285714286,21.885714285714286,1.9857142857142858,148.92857142857142,0.4857142857142857,3,67,0,63,0.0,0.0,0.0,0.0,0.0,0,6,0,7,29,0,41,70,0,0,0,0,0,0,0,0,0,70,0,70,0,0,0,0,0,1,1,0,15,5,6,0,5,3,14,4,0,9,0,0,0,0,1,2,2,1,0,1,14,14,42,2,11,16,30,4,1,6,0,0,70,0,0,0,0,0,0,0,0,1,0,0,69,0,53,3,13,1,0,0,34,0,0,36,0
136,2012-05-16T00:00:00.000Z,88,0,3,8,11,20,18,16,11,0,0,1,0,0,0,0,11640.4040844643,34134.048186333974,138.01136363636363,66848.10227272728,651.375,27.261363636363637,23.897727272727273,3.772727272727273,144.45454545454547,0.5,4,84,0,67,0.0,0.0,0.0,0.0,0.0,0,10,0,6,49,0,39,88,0,0,0,0,0,0,0,0,0,88,0,87,1,0,0,0,0,1,3,0,20,9,5,2,3,3,18,4,3,3,0,0,0,0,1,1,8,2,0,2,11,23,54,3,21,23,26,6,0,9,0,0,88,0,0,0,0,0,0,0,0,0,0,0,88,0,70,1,15,2,0,0,35,0,0,53,0
137,2012-05-17T00:00:00.000Z,73,4,1,18,6,9,15,12,7,0,0,0,1,0,0,0,12857.01816346943,25930.2088593566,121.97260273972603,75419.54794520549,683.7534246575342,30.301369863013697,20.054794520547944,2.9315068493150687,119.52777777777777,0.6527777777777778,2,71,0,59,0.0,0.0,0.0,0.0,0.0,0,5,0,6,34,0,39,70,3,0,0,0,0,0,0,0,0,73,0,72,0,0,1,0,0,3,2,0,20,7,4,0,5,3,16,2,1,4,0,0,0,0,1,1,2,2,0,0,7,23,43,6,16,22,18,4,1,6,0,0,73,0,0,0,0,0,0,0,0,0,0,0,73,0,56,3,14,0,0,0,30,0,0,42,1
138,2012-05-18T00:00:00.000Z,83,5,4,14,10,12,18,13,7,0,0,0,0,1,0,0,10673.764937913236,30591.602664076454,142.09638554216866,68402.92771084337,650.5180722891566,28.457831325301203,21.265060240963855,2.891566265060241,138.40963855421685,0.6626506024096386,1,82,0,72,0.0,0.0,0.0,0.0,0.0,0,6,0,8,41,0,42,82,1,0,0,0,0,0,0,0,0,82,1,82,1,0,0,0,0,0,4,0,15,2,6,2,8,8,16,2,3,12,0,0,0,0,1,0,0,2,0,2,8,23,52,8,21,17,27,4,0,6,0,0,83,0,0,0,0,0,0,0,1,0,0,2,79,1,63,4,15,1,0,0,37,0,0,46,0
139,2012-05-19T00:00:00.000Z,111,17,5,5,14,20,23,12,14,0,0,0,0,0,1,0,12750.388162054654,26083.55283967301,135.97297297297297,61091.2,603.6727272727272,34.027272727272724,20.445454545454545,1.981818181818182,126.93636363636364,0.4727272727272727,4,107,2,97,0.0,0.0,0.0,0.0,0.0,0,3,0,9,49,0,62,111,0,0,0,0,0,0,0,0,0,111,0,106,2,1,2,0,0,2,5,0,27,4,5,0,7,8,18,0,1,19,1,0,0,0,3,1,3,5,0,2,10,30,71,6,27,25,43,6,1,3,0,0,111,0,0,0,0,0,0,0,0,0,0,1,110,0,69,2,39,1,0,0,51,0,0,60,0
140,2012-05-20T00:00:00.000Z,88,17,9,4,10,9,6,24,9,0,0,0,0,0,0,1,13218.70673542423,26048.548269109266,139.6818181818182,70999.43181818182,686.6022727272727,27.477272727272727,21.78409090909091,2.772727272727273,130.70454545454547,0.5454545454545454,4,84,2,90,0.0,0.0,0.0,0.0,0.0,1,7,0,4,50,0,38,87,1,0,0,0,0,0,0,0,0,88,0,85,1,1,1,0,0,4,8,0,20,3,4,0,2,3,16,3,2,7,0,0,0,0,2,2,9,2,0,1,11,24,53,7,18,23,23,8,1,8,0,0,87,1,0,0,0,0,0,0,0,0,0,0,87,1,41,5,37,4,1,0,34,0,0,54,0
141,2012-05-21T00:00:00.000Z,108,6,6,8,14,20,28,17,8,1,0,0,0,0,0,0,11325.157964026372,41379.922861829684,138.55555555555554,69565.17592592593,684.6111111111111,33.092592592592595,22.62962962962963,2.509259259259259,130.97222222222223,0.5740740740740741,3,105,1,114,0.0,0.0,0.0,0.0,0.0,0,5,0,7,57,0,51,108,0,0,0,0,0,0,0,0,0,108,0,108,0,0,0,0,0,1,11,0,15,5,10,3,3,7,23,2,1,9,0,0,0,0,4,1,6,7,0,0,9,31,68,11,24,27,30,11,0,5,0,0,108,0,0,0,0,2,0,0,0,0,0,0,104,2,82,6,20,0,0,0,49,0,1,58,0
142,2012-05-22T00:00:00.000Z,94,4,2,10,9,20,25,16,8,0,1,0,0,0,0,0,10675.233330486646,32092.421124925815,142.37234042553192,69763.74468085106,670.9574468085107,38.276595744680854,22.47872340425532,2.5106382978723403,133.25806451612902,0.6236559139784946,3,91,0,89,0.0,0.0,0.0,0.0,0.0,0,9,0,6,56,0,38,94,0,0,0,0,0,0,0,0,0,94,0,94,0,0,0,0,0,3,5,0,24,1,3,2,5,7,15,6,2,6,0,0,0,0,2,2,3,4,0,4,6,25,63,5,25,19,25,10,1,9,0,0,94,0,0,0,0,2,0,0,0,0,0,2,89,1,74,4,16,0,0,0,41,0,0,53,0
143,2012-05-23T00:00:00.000Z,95,6,1,11,16,12,16,20,10,0,0,1,0,0,0,0,10682.504033855985,27088.73978644905,139.49473684210525,56342.31578947369,596.0105263157894,31.893617021276597,20.925531914893618,2.265957446808511,136.70212765957447,0.5531914893617021,3,92,0,98,0.0,0.0,0.0,0.0,0.0,0,9,0,12,45,0,50,95,0,0,0,0,0,0,0,0,0,95,0,90,4,0,1,0,0,3,7,0,20,5,10,1,5,2,18,3,1,9,0,0,0,0,0,0,5,4,0,2,7,22,66,8,23,24,30,1,0,9,0,0,95,0,0,0,0,0,0,0,1,0,0,0,94,0,74,1,17,3,0,0,40,1,0,53,1
144,2012-05-24T00:00:00.000Z,85,4,0,12,7,17,21,12,12,0,0,0,1,0,0,0,14076.915405993448,32511.28782314597,140.16470588235293,62721.07058823529,651.9882352941177,22.294117647058822,24.0,2.3294117647058825,143.50588235294117,0.4470588235294118,3,82,0,72,0.0,0.0,0.0,0.0,0.0,0,3,0,5,40,0,45,80,5,0,0,0,0,0,0,0,0,85,0,84,1,0,0,0,0,1,1,1,22,4,3,1,9,5,19,1,1,5,0,0,0,0,1,0,7,2,0,2,5,24,56,8,19,26,25,4,0,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,85,0,65,0,19,1,0,0,38,0,0,46,1
145,2012-05-25T00:00:00.000Z,104,4,4,11,17,22,23,10,12,0,0,0,0,1,0,0,11304.537689357785,35962.87359230556,139.6346153846154,77009.73076923077,719.9423076923077,34.48076923076923,22.076923076923077,2.4134615384615383,132.09615384615384,0.6538461538461539,1,103,0,96,0.0,0.0,0.0,0.0,0.0,0,6,0,5,47,0,57,88,15,1,0,0,0,0,0,0,0,104,0,102,1,0,1,0,0,3,8,0,35,7,4,1,5,3,17,2,2,7,0,0,0,0,2,0,4,1,0,3,9,30,65,10,28,36,19,5,0,6,0,0,100,4,0,0,0,0,0,0,0,0,0,0,104,0,82,3,16,3,0,0,47,0,0,57,0
146,2012-05-26T00:00:00.000Z,70,7,6,4,11,15,9,7,11,0,0,0,0,0,1,0,10596.425285642563,25926.250709148833,132.18571428571428,63785.37142857143,623.7285714285714,24.257142857142856,19.914285714285715,2.8857142857142857,126.0,0.3142857142857143,4,66,0,64,0.0,0.0,0.0,0.0,0.0,0,2,0,4,34,0,36,66,4,0,0,0,0,0,0,0,0,70,0,68,0,0,2,0,0,4,12,0,17,1,5,1,5,6,12,1,1,4,0,0,0,0,0,0,0,0,0,1,6,14,50,5,21,15,20,6,1,2,0,0,70,0,0,0,0,0,0,0,0,0,0,0,69,1,43,3,23,1,0,0,32,0,0,38,0
147,2012-05-27T00:00:00.000Z,99,15,10,8,10,11,16,14,15,0,0,0,0,0,0,1,12816.361768731133,25230.22306656676,141.1818181818182,70483.93939393939,666.5959595959596,29.696969696969695,20.262626262626263,2.797979797979798,133.33333333333334,0.4444444444444444,3,96,0,92,0.0,0.0,0.0,0.0,0.0,0,7,0,10,52,0,47,99,0,0,0,0,0,0,0,1,0,98,0,98,0,0,1,0,0,2,10,0,29,6,6,2,5,5,10,1,2,15,0,0,0,0,0,0,6,0,0,0,13,37,49,6,24,24,27,10,1,7,0,0,99,0,0,0,0,0,0,0,0,0,0,0,98,1,53,3,41,2,0,0,37,0,0,62,0
148,2012-05-28T00:00:00.000Z,56,9,2,4,8,6,11,8,8,1,0,0,0,0,0,0,14243.247584175318,22207.9154258389,129.75,58798.91071428572,612.0892857142857,20.660714285714285,18.125,1.4107142857142858,128.5,0.5892857142857143,2,54,1,46,0.0,0.0,0.0,0.0,0.0,0,3,0,1,31,0,25,56,0,0,0,0,0,0,0,0,0,56,0,53,1,2,0,0,0,0,8,0,16,2,1,0,2,1,7,1,2,6,0,0,0,0,1,2,3,3,0,1,5,18,33,5,12,15,13,7,1,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,55,1,33,4,19,0,0,0,22,0,0,34,0
149,2012-05-29T00:00:00.000Z,89,3,3,13,11,14,18,20,7,0,1,0,0,0,0,0,12126.537386487227,40484.51675664,136.2921348314607,63673.41573033708,624.7078651685393,19.730337078651687,21.51685393258427,2.955056179775281,139.3181818181818,0.5681818181818182,7,82,3,76,0.0,0.0,0.0,0.0,0.0,2,6,0,9,51,0,38,88,1,0,0,0,0,0,0,0,1,87,1,87,1,0,1,0,0,5,5,0,18,4,5,2,5,7,15,4,2,7,0,0,0,0,0,2,5,1,0,2,10,21,58,2,22,20,28,8,1,8,0,0,89,0,0,0,0,0,0,0,2,0,0,1,86,0,74,0,15,0,0,0,43,1,0,45,0
150,2012-05-30T00:00:00.000Z,80,1,0,17,9,16,19,12,5,0,0,1,0,0,0,0,12282.595688486492,27887.089277570336,129.25,66375.375,657.6375,21.582278481012658,22.11392405063291,2.8987341772151898,132.9240506329114,0.3670886075949367,1,79,0,71,0.0,0.0,0.0,0.0,0.0,0,5,0,8,43,0,37,80,0,0,0,0,0,0,0,0,0,80,0,78,2,0,0,0,0,2,2,0,23,6,3,1,5,3,15,4,0,4,0,0,0,0,2,0,7,3,0,0,6,16,58,3,21,27,19,5,0,5,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,70,2,7,1,0,0,37,0,0,43,0
151,2012-05-31T00:00:00.000Z,88,5,2,11,9,14,23,13,11,0,0,0,1,0,0,0,11604.465521869364,32258.332627234107,135.29545454545453,65552.69318181818,621.8522727272727,28.136363636363637,20.920454545454547,2.1136363636363638,128.3409090909091,0.5227272727272727,4,84,0,77,0.0,0.0,0.0,0.0,0.0,0,12,0,9,51,0,37,87,1,0,0,0,0,0,0,0,0,88,0,87,1,0,0,0,0,2,2,0,16,7,5,2,3,2,21,2,7,5,0,0,0,0,1,1,8,2,0,2,10,20,58,6,23,19,23,4,1,12,0,0,88,0,0,0,0,2,0,0,0,0,0,0,85,1,64,2,21,1,0,0,35,0,0,53,0
152,2012-06-01T00:00:00.000Z,115,3,4,11,12,17,23,24,21,0,0,0,0,1,0,0,12411.175906489041,25142.230699786625,138.11304347826086,77445.8347826087,729.895652173913,62.76521739130435,21.547826086956523,2.2869565217391306,126.51304347826087,0.5478260869565217,4,111,1,102,0.0,0.0,0.0,0.0,0.0,1,7,0,11,50,0,65,113,1,0,0,0,0,0,1,0,1,114,0,112,2,0,0,0,1,1,7,0,27,7,6,5,8,1,28,3,4,6,0,0,0,0,1,4,5,2,0,0,15,31,69,9,31,27,32,7,1,8,0,0,114,1,0,0,0,0,0,0,1,1,0,0,112,1,78,5,31,1,0,0,47,0,0,68,0
153,2012-06-02T00:00:00.000Z,101,11,5,10,16,12,15,13,17,0,0,0,0,0,1,0,12779.341788242546,27299.715731158067,136.32673267326732,61447.63366336634,611.7128712871287,16.356435643564357,22.643564356435643,2.3168316831683167,137.84158415841586,0.48514851485148514,6,95,0,91,0.0,0.0,0.0,0.0,0.0,0,12,0,6,52,0,49,91,10,0,0,0,0,0,0,1,0,100,0,97,1,0,3,0,0,5,8,0,19,4,4,2,3,4,16,4,5,11,0,0,0,0,1,2,10,3,0,0,11,39,51,7,29,16,30,8,0,11,0,0,101,0,0,0,0,1,0,0,0,1,0,0,99,0,66,3,32,0,0,0,42,0,1,58,0
154,2012-06-03T00:00:00.000Z,79,18,7,3,5,14,11,14,7,0,0,0,0,0,0,1,11512.804308044328,27961.298880080547,135.64556962025316,59716.50632911392,594.4810126582279,20.871794871794872,18.76923076923077,2.282051282051282,127.53846153846153,0.44871794871794873,2,77,0,72,0.0,0.0,0.0,0.0,0.0,0,6,0,5,51,0,28,74,4,0,0,0,0,0,1,0,0,79,0,77,1,0,1,0,0,2,8,0,31,3,7,1,2,2,11,2,2,3,0,0,0,0,0,0,4,1,0,0,9,28,42,7,14,23,18,10,2,5,0,0,79,0,0,0,0,0,0,0,0,0,0,0,79,0,42,1,35,1,0,0,27,0,0,52,0
155,2012-06-04T00:00:00.000Z,81,3,1,13,7,22,17,10,8,1,0,0,0,0,0,0,12482.161855313692,26455.423793750182,136.64197530864197,68182.3950617284,672.3086419753087,28.320987654320987,22.74074074074074,2.567901234567901,137.34567901234567,0.3950617283950617,1,80,0,86,0.0,0.0,0.0,0.0,0.0,0,3,0,8,37,0,44,66,15,0,0,0,0,0,0,0,0,81,0,77,0,1,2,0,1,3,3,0,16,5,5,1,3,4,19,2,1,13,0,0,0,0,1,4,1,0,0,0,5,18,58,5,17,17,35,4,0,3,0,0,81,0,0,0,0,0,1,0,0,0,0,1,79,0,66,0,14,1,0,0,43,0,0,38,0
