,collisions,avg_watts_per_collision,avg_lightbulbs_per_collision,low_severity,number_injured,weather_1_A,location_type_N,location_type_R,primary_coll_factor_A,road_surface_A,road_cond_1_H,lighting_A,collisions_shift_1,collisions_shift_2,collisions_shift_3,collisions_shift_4,collisions_shift_5,collisions_shift_6,collisions_shift_7,collisions_shift_8,collisions_shift_9,collisions_shift_10,avg_watts_per_collision_shift_1,avg_watts_per_collision_shift_2,avg_watts_per_collision_shift_3,avg_watts_per_collision_shift_4,avg_watts_per_collision_shift_5,avg_watts_per_collision_shift_6,avg_watts_per_collision_shift_7,avg_watts_per_collision_shift_8,avg_watts_per_collision_shift_9,avg_watts_per_collision_shift_10,avg_lightbulbs_per_collision_shift_1,avg_lightbulbs_per_collision_shift_2,avg_lightbulbs_per_collision_shift_3,avg_lightbulbs_per_collision_shift_4,avg_lightbulbs_per_collision_shift_5,avg_lightbulbs_per_collision_shift_6,avg_lightbulbs_per_collision_shift_7,avg_lightbulbs_per_collision_shift_8,avg_lightbulbs_per_collision_shift_9,avg_lightbulbs_per_collision_shift_10,low_severity_shift_1,low_severity_shift_2,low_severity_shift_3,low_severity_shift_4,low_severity_shift_5,low_severity_shift_6,low_severity_shift_7,low_severity_shift_8,low_severity_shift_9,low_severity_shift_10,number_injured_shift_1,number_injured_shift_2,number_injured_shift_3,number_injured_shift_4,number_injured_shift_5,number_injured_shift_6,number_injured_shift_7,number_injured_shift_8,number_injured_shift_9,number_injured_shift_10,weather_1_A_shift_1,weather_1_A_shift_2,weather_1_A_shift_3,weather_1_A_shift_4,weather_1_A_shift_5,weather_1_A_shift_6,weather_1_A_shift_7,weather_1_A_shift_8,weather_1_A_shift_9,weather_1_A_shift_10,location_type_N_shift_1,location_type_N_shift_2,location_type_N_shift_3,location_type_N_shift_4,location_type_N_shift_5,location_type_N_shift_6,location_type_N_shift_7,location_type_N_shift_8,location_type_N_shift_9,location_type_N_shift_10,location_type_R_shift_1,location_type_R_shift_2,location_type_R_shift_3,location_type_R_shift_4,location_type_R_shift_5,location_type_R_shift_6,location_type_R_shift_7,location_type_R_shift_8,location_type_R_shift_9,location_type_R_shift_10,primary_coll_factor_A_shift_1,primary_coll_factor_A_shift_2,primary_coll_factor_A_shift_3,primary_coll_factor_A_shift_4,primary_coll_factor_A_shift_5,primary_coll_factor_A_shift_6,primary_coll_factor_A_shift_7,primary_coll_factor_A_shift_8,primary_coll_factor_A_shift_9,primary_coll_factor_A_shift_10,road_surface_A_shift_1,road_surface_A_shift_2,road_surface_A_shift_3,road_surface_A_shift_4,road_surface_A_shift_5,road_surface_A_shift_6,road_surface_A_shift_7,road_surface_A_shift_8,road_surface_A_shift_9,road_surface_A_shift_10,road_cond_1_H_shift_1,road_cond_1_H_shift_2,road_cond_1_H_shift_3,road_cond_1_H_shift_4,road_cond_1_H_shift_5,road_cond_1_H_shift_6,road_cond_1_H_shift_7,road_cond_1_H_shift_8,road_cond_1_H_shift_9,road_cond_1_H_shift_10,lighting_A_shift_1,lighting_A_shift_2,lighting_A_shift_3,lighting_A_shift_4,lighting_A_shift_5,lighting_A_shift_6,lighting_A_shift_7,lighting_A_shift_8,lighting_A_shift_9,lighting_A_shift_10,model_key,collisions_ssa,avg_watts_per_collision_ssa,avg_lightbulbs_per_collision_ssa,low_severity_ssa,number_injured_ssa,weather_1_A_ssa,location_type_N_ssa,location_type_R_ssa,primary_coll_factor_A_ssa,road_surface_A_ssa,road_cond_1_H_ssa,lighting_A_ssa
1391,13,48155.923076923085,587.6923076923077,13,20,3,13,0,13,9,13,9,17.0,21.0,13.0,13.0,10.0,8.0,11.0,10.0,12.0,6.0,48518.41176470588,49339.66666666666,48738.61538461538,37949.15384615384,45130.0,43606.5,48975.36363636363,41967.3,43370.91666666666,46055.5,605.5882352941177,584.047619047619,573.0,516.1538461538462,584.4,571.75,568.4545454545455,513.0,527.1666666666666,560.5,15.0,20.0,12.0,9.0,10.0,8.0,11.0,10.0,12.0,6.0,28.0,27.0,18.0,20.0,13.0,13.0,15.0,15.0,16.0,7.0,16.0,21.0,13.0,12.0,8.0,7.0,11.0,8.0,12.0,6.0,17.0,21.0,13.0,13.0,10.0,8.0,11.0,10.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,13.0,13.0,10.0,7.0,11.0,10.0,11.0,6.0,17.0,20.0,13.0,13.0,10.0,8.0,11.0,10.0,12.0,6.0,17.0,21.0,13.0,13.0,10.0,8.0,11.0,9.0,12.0,6.0,10.0,11.0,4.0,10.0,6.0,7.0,9.0,6.0,7.0,2.0,1,11.560187189540931,45587.64427937527,562.6997283355878,9.504281098437295,12.277572339377961,9.250583817239475,9.906340306756311,0.0,9.695296723777352,9.342815073862203,9.6458931444357,6.508581088306102
1392,11,34987.27272727273,477.45454545454544,10,14,7,11,0,11,9,10,5,13.0,17.0,21.0,13.0,13.0,10.0,8.0,11.0,10.0,12.0,48155.923076923085,48518.41176470588,49339.66666666666,48738.61538461538,37949.15384615384,45130.0,43606.5,48975.36363636363,41967.3,43370.91666666666,587.6923076923077,605.5882352941177,584.047619047619,573.0,516.1538461538462,584.4,571.75,568.4545454545455,513.0,527.1666666666666,13.0,15.0,20.0,12.0,9.0,10.0,8.0,11.0,10.0,12.0,20.0,28.0,27.0,18.0,20.0,13.0,13.0,15.0,15.0,16.0,3.0,16.0,21.0,13.0,12.0,8.0,7.0,11.0,8.0,12.0,13.0,17.0,21.0,13.0,13.0,10.0,8.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,21.0,13.0,13.0,10.0,7.0,11.0,10.0,11.0,9.0,17.0,20.0,13.0,13.0,10.0,8.0,11.0,10.0,12.0,13.0,17.0,21.0,13.0,13.0,10.0,8.0,11.0,9.0,12.0,9.0,10.0,11.0,4.0,10.0,6.0,7.0,9.0,6.0,7.0,1,11.484783125953564,44832.23968499005,570.3626492486162,9.928079190827225,12.025370460382112,9.650502885754316,10.26374915803383,0.0,10.050852120358178,9.601373888769997,9.978822436831901,7.179567793988484
1393,9,47307.88888888888,604.6666666666666,8,10,9,9,0,8,8,9,3,11.0,13.0,17.0,21.0,13.0,13.0,10.0,8.0,11.0,10.0,34987.27272727273,48155.923076923085,48518.41176470588,49339.66666666666,48738.61538461538,37949.15384615384,45130.0,43606.5,48975.36363636363,41967.3,477.45454545454544,587.6923076923077,605.5882352941177,584.047619047619,573.0,516.1538461538462,584.4,571.75,568.4545454545455,513.0,10.0,13.0,15.0,20.0,12.0,9.0,10.0,8.0,11.0,10.0,14.0,20.0,28.0,27.0,18.0,20.0,13.0,13.0,15.0,15.0,7.0,3.0,16.0,21.0,13.0,12.0,8.0,7.0,11.0,8.0,11.0,13.0,17.0,21.0,13.0,13.0,10.0,8.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,16.0,21.0,13.0,13.0,10.0,7.0,11.0,10.0,9.0,9.0,17.0,20.0,13.0,13.0,10.0,8.0,11.0,10.0,10.0,13.0,17.0,21.0,13.0,13.0,10.0,8.0,11.0,9.0,5.0,9.0,10.0,11.0,4.0,10.0,6.0,7.0,9.0,6.0,1,10.260621582872052,44910.82287628457,560.6992250604195,10.42534402006117,11.150059346615974,10.256302152063759,10.738592613481906,0.0,10.514507181672295,10.211829029260043,10.446758297801694,6.718135465108168
1394,11,40605.81818181818,539.0,10,10,11,11,0,11,11,11,6,9.0,11.0,13.0,17.0,21.0,13.0,13.0,10.0,8.0,11.0,47307.88888888888,34987.27272727273,48155.923076923085,48518.41176470588,49339.66666666666,48738.61538461538,37949.15384615384,45130.0,43606.5,48975.36363636363,604.6666666666666,477.45454545454544,587.6923076923077,605.5882352941177,584.047619047619,573.0,516.1538461538462,584.4,571.75,568.4545454545455,8.0,10.0,13.0,15.0,20.0,12.0,9.0,10.0,8.0,11.0,10.0,14.0,20.0,28.0,27.0,18.0,20.0,13.0,13.0,15.0,9.0,7.0,3.0,16.0,21.0,13.0,12.0,8.0,7.0,11.0,9.0,11.0,13.0,17.0,21.0,13.0,13.0,10.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,13.0,16.0,21.0,13.0,13.0,10.0,7.0,11.0,8.0,9.0,9.0,17.0,20.0,13.0,13.0,10.0,8.0,11.0,9.0,10.0,13.0,17.0,21.0,13.0,13.0,10.0,8.0,11.0,3.0,5.0,9.0,10.0,11.0,4.0,10.0,6.0,7.0,9.0,1,9.57592274009411,45931.94557604588,572.4860306017667,11.168745160392406,12.362281602857664,10.616623973457408,11.5638653458084,0.0,11.307355639298763,11.2255760289794,11.273198411751839,7.265903058102101
1395,9,41430.55555555556,546.7777777777778,8,8,8,9,0,7,9,9,2,11.0,9.0,11.0,13.0,17.0,21.0,13.0,13.0,10.0,8.0,40605.81818181818,47307.88888888888,34987.27272727273,48155.923076923085,48518.41176470588,49339.66666666666,48738.61538461538,37949.15384615384,45130.0,43606.5,539.0,604.6666666666666,477.45454545454544,587.6923076923077,605.5882352941177,584.047619047619,573.0,516.1538461538462,584.4,571.75,10.0,8.0,10.0,13.0,15.0,20.0,12.0,9.0,10.0,8.0,10.0,10.0,14.0,20.0,28.0,27.0,18.0,20.0,13.0,13.0,11.0,9.0,7.0,3.0,16.0,21.0,13.0,12.0,8.0,7.0,11.0,9.0,11.0,13.0,17.0,21.0,13.0,13.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,11.0,13.0,16.0,21.0,13.0,13.0,10.0,7.0,11.0,8.0,9.0,9.0,17.0,20.0,13.0,13.0,10.0,8.0,11.0,9.0,10.0,13.0,17.0,21.0,13.0,13.0,10.0,8.0,6.0,3.0,5.0,9.0,10.0,11.0,4.0,10.0,6.0,7.0,1,9.902394992967015,47322.18075229392,558.4553549376665,11.021380634138744,12.766482206686572,10.441065476209966,11.48876605206401,0.0,11.209822178636722,11.12053176763419,11.225071854520325,7.155935820319507
1396,5,40091.6,601.6,5,1,5,5,0,5,5,5,3,9.0,11.0,9.0,11.0,13.0,17.0,21.0,13.0,13.0,10.0,41430.55555555556,40605.81818181818,47307.88888888888,34987.27272727273,48155.923076923085,48518.41176470588,49339.66666666666,48738.61538461538,37949.15384615384,45130.0,546.7777777777778,539.0,604.6666666666666,477.45454545454544,587.6923076923077,605.5882352941177,584.047619047619,573.0,516.1538461538462,584.4,8.0,10.0,8.0,10.0,13.0,15.0,20.0,12.0,9.0,10.0,8.0,10.0,10.0,14.0,20.0,28.0,27.0,18.0,20.0,13.0,8.0,11.0,9.0,7.0,3.0,16.0,21.0,13.0,12.0,8.0,9.0,11.0,9.0,11.0,13.0,17.0,21.0,13.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,8.0,11.0,13.0,16.0,21.0,13.0,13.0,10.0,9.0,11.0,8.0,9.0,9.0,17.0,20.0,13.0,13.0,10.0,9.0,11.0,9.0,10.0,13.0,17.0,21.0,13.0,13.0,10.0,2.0,6.0,3.0,5.0,9.0,10.0,11.0,4.0,10.0,6.0,1,10.253123642724287,48189.433000971425,574.7757791565284,9.805545132878553,10.881240557018215,9.849411559761693,10.260710287548624,0.0,10.003322753619903,9.799820116702925,10.037687694506037,5.238129384034555
1397,9,45042.444444444445,527.3333333333334,9,12,9,9,0,9,9,9,5,5.0,9.0,11.0,9.0,11.0,13.0,17.0,21.0,13.0,13.0,40091.6,41430.55555555556,40605.81818181818,47307.88888888888,34987.27272727273,48155.923076923085,48518.41176470588,49339.66666666666,48738.61538461538,37949.15384615384,601.6,546.7777777777778,539.0,604.6666666666666,477.45454545454544,587.6923076923077,605.5882352941177,584.047619047619,573.0,516.1538461538462,5.0,8.0,10.0,8.0,10.0,13.0,15.0,20.0,12.0,9.0,1.0,8.0,10.0,10.0,14.0,20.0,28.0,27.0,18.0,20.0,5.0,8.0,11.0,9.0,7.0,3.0,16.0,21.0,13.0,12.0,5.0,9.0,11.0,9.0,11.0,13.0,17.0,21.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,11.0,8.0,11.0,13.0,16.0,21.0,13.0,13.0,5.0,9.0,11.0,8.0,9.0,9.0,17.0,20.0,13.0,13.0,5.0,9.0,11.0,9.0,10.0,13.0,17.0,21.0,13.0,13.0,3.0,2.0,6.0,3.0,5.0,9.0,10.0,11.0,4.0,10.0,1,10.74330470928368,47947.08253525285,556.1221882129296,9.143812530187748,10.622531473420192,9.296458040074148,9.572318987831183,0.0,9.349078150944225,9.0896546474106,9.352772934936052,4.757936042884909
1398,11,43205.72727272727,521.4545454545455,11,9,6,11,0,9,11,11,9,9.0,5.0,9.0,11.0,9.0,11.0,13.0,17.0,21.0,13.0,45042.444444444445,40091.6,41430.55555555556,40605.81818181818,47307.88888888888,34987.27272727273,48155.923076923085,48518.41176470588,49339.66666666666,48738.61538461538,527.3333333333334,601.6,546.7777777777778,539.0,604.6666666666666,477.45454545454544,587.6923076923077,605.5882352941177,584.047619047619,573.0,9.0,5.0,8.0,10.0,8.0,10.0,13.0,15.0,20.0,12.0,12.0,1.0,8.0,10.0,10.0,14.0,20.0,28.0,27.0,18.0,9.0,5.0,8.0,11.0,9.0,7.0,3.0,16.0,21.0,13.0,9.0,5.0,9.0,11.0,9.0,11.0,13.0,17.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,7.0,11.0,8.0,11.0,13.0,16.0,21.0,13.0,9.0,5.0,9.0,11.0,8.0,9.0,9.0,17.0,20.0,13.0,9.0,5.0,9.0,11.0,9.0,10.0,13.0,17.0,21.0,13.0,5.0,3.0,2.0,6.0,3.0,5.0,9.0,10.0,11.0,4.0,1,11.576387243623062,46734.25579323244,577.0700003500766,9.508694978406474,12.236206379744006,9.191940801731553,9.90888294391766,0.0,9.696892002464805,9.32398772108976,9.655845676502539,6.505642776361329
1399,13,50370.53846153847,591.1538461538463,12,11,13,13,0,13,13,13,7,11.0,9.0,5.0,9.0,11.0,9.0,11.0,13.0,17.0,21.0,43205.72727272727,45042.444444444445,40091.6,41430.55555555556,40605.81818181818,47307.88888888888,34987.27272727273,48155.923076923085,48518.41176470588,49339.66666666666,521.4545454545455,527.3333333333334,601.6,546.7777777777778,539.0,604.6666666666666,477.45454545454544,587.6923076923077,605.5882352941177,584.047619047619,11.0,9.0,5.0,8.0,10.0,8.0,10.0,13.0,15.0,20.0,9.0,12.0,1.0,8.0,10.0,10.0,14.0,20.0,28.0,27.0,6.0,9.0,5.0,8.0,11.0,9.0,7.0,3.0,16.0,21.0,11.0,9.0,5.0,9.0,11.0,9.0,11.0,13.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,5.0,7.0,11.0,8.0,11.0,13.0,16.0,21.0,11.0,9.0,5.0,9.0,11.0,8.0,9.0,9.0,17.0,20.0,11.0,9.0,5.0,9.0,11.0,9.0,10.0,13.0,17.0,21.0,9.0,5.0,3.0,2.0,6.0,3.0,5.0,9.0,10.0,11.0,1,11.493717309799559,45325.81344131081,553.8487051606164,9.933175193365443,11.9831758452079,9.594902799762725,10.266617412343875,0.0,10.054489669211772,9.581153217409042,9.989510034157936,7.175074098184657
1400,8,40963.5,528.0,8,12,8,8,0,8,8,8,6,13.0,11.0,9.0,5.0,9.0,11.0,9.0,11.0,13.0,17.0,50370.53846153847,43205.72727272727,45042.444444444445,40091.6,41430.55555555556,40605.81818181818,47307.88888888888,34987.27272727273,48155.923076923085,48518.41176470588,591.1538461538463,521.4545454545455,527.3333333333334,601.6,546.7777777777778,539.0,604.6666666666666,477.45454545454544,587.6923076923077,605.5882352941177,12.0,11.0,9.0,5.0,8.0,10.0,8.0,10.0,13.0,15.0,11.0,9.0,12.0,1.0,8.0,10.0,10.0,14.0,20.0,28.0,13.0,6.0,9.0,5.0,8.0,11.0,9.0,7.0,3.0,16.0,13.0,11.0,9.0,5.0,9.0,11.0,9.0,11.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,9.0,5.0,7.0,11.0,8.0,11.0,13.0,16.0,13.0,11.0,9.0,5.0,9.0,11.0,8.0,9.0,9.0,17.0,13.0,11.0,9.0,5.0,9.0,11.0,9.0,10.0,13.0,17.0,7.0,9.0,5.0,3.0,2.0,6.0,3.0,5.0,9.0,10.0,1,10.268146685910658,44589.91077198006,579.245874709248,10.433495294194598,11.120945815241678,10.201796411909104,10.744717413221274,0.0,10.521722964019059,10.194959995503154,10.460851127588331,6.718933553028178
1401,6,34487.166666666664,424.66666666666674,6,3,6,6,0,6,6,5,2,8.0,13.0,11.0,9.0,5.0,9.0,11.0,9.0,11.0,13.0,40963.5,50370.53846153847,43205.72727272727,45042.444444444445,40091.6,41430.55555555556,40605.81818181818,47307.88888888888,34987.27272727273,48155.923076923085,528.0,591.1538461538463,521.4545454545455,527.3333333333334,601.6,546.7777777777778,539.0,604.6666666666666,477.45454545454544,587.6923076923077,8.0,12.0,11.0,9.0,5.0,8.0,10.0,8.0,10.0,13.0,12.0,11.0,9.0,12.0,1.0,8.0,10.0,10.0,14.0,20.0,8.0,13.0,6.0,9.0,5.0,8.0,11.0,9.0,7.0,3.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,9.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,9.0,9.0,5.0,7.0,11.0,8.0,11.0,13.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,8.0,9.0,9.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,9.0,10.0,13.0,6.0,7.0,9.0,5.0,3.0,2.0,6.0,3.0,5.0,9.0,1,9.584593565098968,44904.50232613644,551.7609431449384,11.1752970415211,12.335081017884917,10.560197426667358,11.568914575885616,0.0,11.312594517215773,11.206213554099538,11.28607315894001,7.263001946651328
1402,9,44217.22222222222,541.2222222222222,9,6,8,9,0,9,9,9,2,6.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,9.0,11.0,34487.166666666664,40963.5,50370.53846153847,43205.72727272727,45042.444444444445,40091.6,41430.55555555556,40605.81818181818,47307.88888888888,34987.27272727273,424.66666666666674,528.0,591.1538461538463,521.4545454545455,527.3333333333334,601.6,546.7777777777778,539.0,604.6666666666666,477.45454545454544,6.0,8.0,12.0,11.0,9.0,5.0,8.0,10.0,8.0,10.0,3.0,12.0,11.0,9.0,12.0,1.0,8.0,10.0,10.0,14.0,6.0,8.0,13.0,6.0,9.0,5.0,8.0,11.0,9.0,7.0,6.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,13.0,9.0,9.0,5.0,7.0,11.0,8.0,11.0,6.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,8.0,9.0,5.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,9.0,10.0,2.0,6.0,7.0,9.0,5.0,3.0,2.0,6.0,3.0,5.0,1,9.90702365810455,45917.761300647406,581.1654821413883,11.023638263798311,12.729264295345551,10.380217144716315,11.489961101692954,0.0,11.211376441872098,11.096491561935666,11.23404140842838,7.146938425941897
1403,11,47898.0,627.0909090909091,11,7,11,11,0,10,10,11,5,9.0,6.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,9.0,44217.22222222222,34487.166666666664,40963.5,50370.53846153847,43205.72727272727,45042.444444444445,40091.6,41430.55555555556,40605.81818181818,47307.88888888888,541.2222222222222,424.66666666666674,528.0,591.1538461538463,521.4545454545455,527.3333333333334,601.6,546.7777777777778,539.0,604.6666666666666,9.0,6.0,8.0,12.0,11.0,9.0,5.0,8.0,10.0,8.0,6.0,3.0,12.0,11.0,9.0,12.0,1.0,8.0,10.0,10.0,8.0,6.0,8.0,13.0,6.0,9.0,5.0,8.0,11.0,9.0,9.0,6.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,8.0,13.0,9.0,9.0,5.0,7.0,11.0,8.0,9.0,6.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,8.0,9.0,5.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,9.0,2.0,2.0,6.0,7.0,9.0,5.0,3.0,2.0,6.0,3.0,1,10.253484845316326,46836.58408902428,550.0161726779464,9.810528673657451,10.850317810561446,9.783497555922805,10.26506145563477,0.0,10.007926119555776,9.779118037206791,10.049582449894068,5.234998470870582
1404,8,43843.25,543.75,8,6,7,8,0,8,8,8,3,11.0,9.0,6.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,47898.0,44217.22222222222,34487.166666666664,40963.5,50370.53846153847,43205.72727272727,45042.444444444445,40091.6,41430.55555555556,40605.81818181818,627.0909090909091,541.2222222222222,424.66666666666674,528.0,591.1538461538463,521.4545454545455,527.3333333333334,601.6,546.7777777777778,539.0,11.0,9.0,6.0,8.0,12.0,11.0,9.0,5.0,8.0,10.0,7.0,6.0,3.0,12.0,11.0,9.0,12.0,1.0,8.0,10.0,11.0,8.0,6.0,8.0,13.0,6.0,9.0,5.0,8.0,11.0,11.0,9.0,6.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,6.0,8.0,13.0,9.0,9.0,5.0,7.0,11.0,10.0,9.0,6.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,11.0,9.0,5.0,8.0,13.0,11.0,9.0,5.0,9.0,11.0,5.0,2.0,2.0,6.0,7.0,9.0,5.0,3.0,2.0,6.0,1,10.739305012374805,47027.71181514005,582.6858946668723,9.153879473049281,10.603759730115861,9.226795019892633,9.581993591110509,0.0,9.358544996664138,9.071466776557493,9.36963660930581,4.760229751606148
1405,7,40097.142857142855,523.5714285714286,7,10,7,7,0,7,7,7,6,8.0,11.0,9.0,6.0,8.0,13.0,11.0,9.0,5.0,9.0,43843.25,47898.0,44217.22222222222,34487.166666666664,40963.5,50370.53846153847,43205.72727272727,45042.444444444445,40091.6,41430.55555555556,543.75,627.0909090909091,541.2222222222222,424.66666666666674,528.0,591.1538461538463,521.4545454545455,527.3333333333334,601.6,546.7777777777778,8.0,11.0,9.0,6.0,8.0,12.0,11.0,9.0,5.0,8.0,6.0,7.0,6.0,3.0,12.0,11.0,9.0,12.0,1.0,8.0,7.0,11.0,8.0,6.0,8.0,13.0,6.0,9.0,5.0,8.0,8.0,11.0,9.0,6.0,8.0,13.0,11.0,9.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,9.0,6.0,8.0,13.0,9.0,9.0,5.0,7.0,8.0,10.0,9.0,6.0,8.0,13.0,11.0,9.0,5.0,9.0,8.0,11.0,9.0,5.0,8.0,13.0,11.0,9.0,5.0,9.0,3.0,5.0,2.0,2.0,6.0,7.0,9.0,5.0,3.0,2.0,1,11.563569176759634,46480.456034845,548.7270525356769,9.517939962201524,12.215069817703736,9.12201547345423,9.917746457838126,0.0,9.706255940490577,9.300309245707332,9.671817053867096,6.5021550401545305
1406,9,47629.33333333334,557.8888888888888,8,8,9,9,0,9,9,8,4,7.0,8.0,11.0,9.0,6.0,8.0,13.0,11.0,9.0,5.0,40097.142857142855,43843.25,47898.0,44217.22222222222,34487.166666666664,40963.5,50370.53846153847,43205.72727272727,45042.444444444445,40091.6,523.5714285714286,543.75,627.0909090909091,541.2222222222222,424.66666666666674,528.0,591.1538461538463,521.4545454545455,527.3333333333334,601.6,7.0,8.0,11.0,9.0,6.0,8.0,12.0,11.0,9.0,5.0,10.0,6.0,7.0,6.0,3.0,12.0,11.0,9.0,12.0,1.0,7.0,7.0,11.0,8.0,6.0,8.0,13.0,6.0,9.0,5.0,7.0,8.0,11.0,9.0,6.0,8.0,13.0,11.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,10.0,9.0,6.0,8.0,13.0,9.0,9.0,5.0,7.0,8.0,10.0,9.0,6.0,8.0,13.0,11.0,9.0,5.0,7.0,8.0,11.0,9.0,5.0,8.0,13.0,11.0,9.0,5.0,6.0,3.0,5.0,2.0,2.0,6.0,7.0,9.0,5.0,3.0,1,11.471245207718026,45773.83081852675,583.6992631630593,9.942573367731658,11.96537500609,9.52645342839836,10.275718444198796,0.0,10.065126566184526,9.555896170888538,10.006034522396634,7.170031352023585
1407,17,48885.70588235294,581.1764705882352,17,21,17,17,0,17,17,17,8,9.0,7.0,8.0,11.0,9.0,6.0,8.0,13.0,11.0,9.0,47629.33333333334,40097.142857142855,43843.25,47898.0,44217.22222222222,34487.166666666664,40963.5,50370.53846153847,43205.72727272727,45042.444444444445,557.8888888888888,523.5714285714286,543.75,627.0909090909091,541.2222222222222,424.66666666666674,528.0,591.1538461538463,521.4545454545455,527.3333333333334,8.0,7.0,8.0,11.0,9.0,6.0,8.0,12.0,11.0,9.0,8.0,10.0,6.0,7.0,6.0,3.0,12.0,11.0,9.0,12.0,9.0,7.0,7.0,11.0,8.0,6.0,8.0,13.0,6.0,9.0,9.0,7.0,8.0,11.0,9.0,6.0,8.0,13.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,8.0,10.0,9.0,6.0,8.0,13.0,9.0,9.0,9.0,7.0,8.0,10.0,9.0,6.0,8.0,13.0,11.0,9.0,8.0,7.0,8.0,11.0,9.0,5.0,8.0,13.0,11.0,9.0,4.0,6.0,3.0,5.0,2.0,2.0,6.0,7.0,9.0,5.0,1,10.244363603857765,45601.06437507849,547.9929788764226,10.448044500151026,11.121440525725584,10.135189233722098,10.75958516799474,0.0,10.537731134332182,10.175220685759996,10.483635539524553,6.719965663075053
1408,15,47930.6,577.2666666666668,14,11,15,15,0,12,15,15,9,17.0,9.0,7.0,8.0,11.0,9.0,6.0,8.0,13.0,11.0,48885.70588235294,47629.33333333334,40097.142857142855,43843.25,47898.0,44217.22222222222,34487.166666666664,40963.5,50370.53846153847,43205.72727272727,581.1764705882352,557.8888888888888,523.5714285714286,543.75,627.0909090909091,541.2222222222222,424.66666666666674,528.0,591.1538461538463,521.4545454545455,17.0,8.0,7.0,8.0,11.0,9.0,6.0,8.0,12.0,11.0,21.0,8.0,10.0,6.0,7.0,6.0,3.0,12.0,11.0,9.0,17.0,9.0,7.0,7.0,11.0,8.0,6.0,8.0,13.0,6.0,17.0,9.0,7.0,8.0,11.0,9.0,6.0,8.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,7.0,8.0,10.0,9.0,6.0,8.0,13.0,9.0,17.0,9.0,7.0,8.0,10.0,9.0,6.0,8.0,13.0,11.0,17.0,8.0,7.0,8.0,11.0,9.0,5.0,8.0,13.0,11.0,8.0,4.0,6.0,3.0,5.0,2.0,2.0,6.0,7.0,9.0,1,9.56231022695607,46204.83997289797,584.1276230744944,11.187090846640858,12.337396993264608,10.490721846497616,11.582134925243459,0.0,11.325983167070467,11.183329250765837,11.307398511278318,7.2607441801347035
