,Population,Density,Wealthy,median_age,intersections,total_watts,total_lightbulbs,one_way_signs,speed_limit_signs,no_u_turn_signs,stop_sign,yield_sign,accidents
0,35482,2362.31691078562,59861.40736147906,18097,87.0,22253.0,342.0,0.0,7.0,3.0,48.0,0.0,38
1,35482,2362.31691078562,59861.40736147906,18097,152.0,54631.0,670.0,0.0,14.0,0.0,148.0,0.0,89
2,35482,2362.31691078562,59861.40736147906,18097,163.0,38552.0,736.0,2.0,19.0,0.0,105.0,0.0,79
3,35482,2362.31691078562,59861.40736147906,18097,120.0,10554.0,183.0,0.0,13.0,1.0,26.0,0.0,31
4,35482,2362.31691078562,59861.40736147906,18097,14.0,33916.0,391.0,0.0,2.0,0.0,90.0,0.0,4
5,35482,2362.31691078562,59861.40736147906,18097,70.0,14277.0,168.0,1.0,3.0,0.0,32.0,2.0,40
6,35482,2362.31691078562,59861.40736147906,18097,133.0,48730.0,440.0,0.0,25.0,3.0,108.0,0.0,156
7,35482,2362.31691078562,59861.40736147906,18097,155.0,44901.0,582.0,2.0,26.0,0.0,117.0,0.0,167
8,35482,2362.31691078562,59861.40736147906,18097,199.0,45347.0,758.0,2.0,23.0,1.0,117.0,0.0,93
9,35482,2362.31691078562,59861.40736147906,18097,143.0,33559.0,489.0,8.0,17.0,0.0,77.0,0.0,33
10,35482,2362.31691078562,59861.40736147906,18097,6.0,33916.0,391.0,0.0,1.0,0.0,5.0,0.0,19
11,35482,2362.31691078562,59861.40736147906,18097,2.0,33916.0,391.0,0.0,2.0,0.0,90.0,0.0,1
12,35482,2362.31691078562,59861.40736147906,18097,129.0,13586.0,252.0,4.0,8.0,0.0,37.0,3.0,25
13,35482,2362.31691078562,59861.40736147906,18097,154.0,29199.0,348.0,3.0,24.0,1.0,137.0,2.0,233
14,35482,2362.31691078562,59861.40736147906,18097,164.0,38205.0,536.0,4.0,25.0,0.0,78.0,0.0,368
15,35482,2362.31691078562,59861.40736147906,18097,217.0,56004.0,837.0,0.0,23.0,0.0,103.0,0.0,235
16,35482,2362.31691078562,59861.40736147906,18097,153.0,26962.0,513.0,0.0,17.0,0.0,90.0,0.0,111
17,35482,2362.31691078562,59861.40736147906,18097,54.0,7363.0,116.0,0.0,5.0,0.0,24.0,0.0,12
18,35482,2362.31691078562,59861.40736147906,18097,43.0,11588.0,152.0,0.0,13.0,0.0,32.0,0.0,13
19,35482,2362.31691078562,59861.40736147906,18097,27.0,4160.0,32.0,0.0,3.0,0.0,1.0,0.0,15
20,35482,2362.31691078562,59861.40736147906,18097,147.0,9824.0,142.0,0.0,27.0,2.0,79.0,2.0,114
21,35482,2362.31691078562,59861.40736147906,18097,155.0,38888.0,345.0,6.0,23.0,4.0,131.0,1.0,402
22,35482,2362.31691078562,59861.40736147906,18097,144.0,82074.0,813.0,15.0,47.0,4.0,32.0,0.0,682
23,35482,2362.31691078562,59861.40736147906,18097,166.0,74177.0,985.0,7.0,34.0,2.0,170.0,0.0,640
24,35482,2362.31691078562,59861.40736147906,18097,148.0,49914.0,679.0,4.0,41.0,0.0,102.0,0.0,526
25,35482,2362.31691078562,59861.40736147906,18097,119.0,46544.0,678.0,2.0,22.0,0.0,45.0,0.0,218
26,35482,2362.31691078562,59861.40736147906,18097,187.0,61609.0,737.0,1.0,39.0,6.0,90.0,0.0,333
27,35482,2362.31691078562,59861.40736147906,18097,87.0,12001.0,143.0,0.0,6.0,0.0,18.0,0.0,60
28,35482,2362.31691078562,59861.40736147906,18097,124.0,917.0,24.0,2.0,24.0,0.0,30.0,1.0,22
29,35482,2362.31691078562,59861.40736147906,18097,119.0,30714.0,351.0,0.0,23.0,3.0,107.0,0.0,223
30,35482,2362.31691078562,59861.40736147906,18097,79.0,55925.0,496.0,0.0,28.0,0.0,47.0,0.0,412
31,35482,2362.31691078562,59861.40736147906,18097,220.0,55302.0,643.0,4.0,23.0,1.0,125.0,0.0,510
32,35482,2362.31691078562,59861.40736147906,18097,173.0,51176.0,621.0,0.0,22.0,0.0,127.0,0.0,391
33,35482,2362.31691078562,59861.40736147906,18097,51.0,34997.0,497.0,0.0,26.0,0.0,37.0,0.0,248
34,35482,2362.31691078562,59861.40736147906,18097,124.0,55248.0,618.0,0.0,33.0,7.0,106.0,0.0,273
35,35482,2362.31691078562,59861.40736147906,18097,127.0,60973.0,536.0,0.0,12.0,0.0,36.0,0.0,48
36,35482,2362.31691078562,59861.40736147906,18097,45.0,15331.0,97.0,2.0,15.0,0.0,1.0,0.0,4
37,35482,2362.31691078562,59861.40736147906,18097,58.0,6808.0,198.0,0.0,8.0,0.0,25.0,0.0,12
38,35482,2362.31691078562,59861.40736147906,18097,122.0,25187.0,289.0,3.0,33.0,0.0,116.0,0.0,199
39,35482,2362.31691078562,59861.40736147906,18097,113.0,48665.0,495.0,12.0,20.0,2.0,74.0,1.0,346
40,35482,2362.31691078562,59861.40736147906,18097,181.0,43761.0,488.0,11.0,31.0,2.0,121.0,0.0,533
41,35482,2362.31691078562,59861.40736147906,18097,208.0,48555.0,612.0,0.0,27.0,0.0,118.0,0.0,419
42,35482,2362.31691078562,59861.40736147906,18097,133.0,41482.0,632.0,0.0,40.0,4.0,64.0,0.0,215
43,35482,2362.31691078562,59861.40736147906,18097,180.0,47218.0,694.0,0.0,19.0,0.0,67.0,0.0,183
44,35482,2362.31691078562,59861.40736147906,18097,167.0,51313.0,391.0,0.0,1.0,0.0,12.0,0.0,80
45,35482,2362.31691078562,59861.40736147906,18097,115.0,43488.0,365.0,0.0,1.0,0.0,44.0,0.0,14
46,35482,2362.31691078562,59861.40736147906,18097,102.0,11879.0,337.0,0.0,20.0,0.0,59.0,1.0,18
47,35482,2362.31691078562,59861.40736147906,18097,152.0,17424.0,260.0,10.0,32.0,5.0,104.0,0.0,276
48,35482,2362.31691078562,59861.40736147906,18097,156.0,43891.0,445.0,1.0,26.0,0.0,99.0,0.0,478
49,35482,2362.31691078562,59861.40736147906,18097,195.0,42701.0,493.0,0.0,33.0,0.0,155.0,0.0,481
50,35482,2362.31691078562,59861.40736147906,18097,136.0,34236.0,421.0,0.0,34.0,0.0,114.0,0.0,522
51,35482,2362.31691078562,59861.40736147906,18097,186.0,44893.0,601.0,1.0,34.0,6.0,42.0,0.0,477
52,35482,2362.31691078562,59861.40736147906,18097,246.0,47375.0,744.0,4.0,50.0,5.0,105.0,0.0,267
53,35482,2362.31691078562,59861.40736147906,18097,133.0,45974.0,588.0,3.0,23.0,3.0,40.0,0.0,126
54,35482,2362.31691078562,59861.40736147906,18097,139.0,55812.0,641.0,0.0,15.0,0.0,42.0,0.0,27
55,35482,2362.31691078562,59861.40736147906,18097,105.0,12534.0,244.0,0.0,13.0,0.0,66.0,0.0,21
56,35482,2362.31691078562,59861.40736147906,18097,127.0,33064.0,351.0,9.0,22.0,10.0,122.0,0.0,429
57,35482,2362.31691078562,59861.40736147906,18097,141.0,57210.0,586.0,0.0,33.0,0.0,77.0,0.0,612
58,35482,2362.31691078562,59861.40736147906,18097,154.0,62425.0,602.0,3.0,21.0,6.0,142.0,0.0,568
59,35482,2362.31691078562,59861.40736147906,18097,185.0,52366.0,611.0,3.0,24.0,0.0,115.0,0.0,492
60,35482,2362.31691078562,59861.40736147906,18097,169.0,36056.0,551.0,0.0,33.0,8.0,126.0,0.0,460
61,35482,2362.31691078562,59861.40736147906,18097,181.0,43628.0,683.0,0.0,30.0,2.0,64.0,0.0,389
62,35482,2362.31691078562,59861.40736147906,18097,185.0,49334.0,779.0,0.0,24.0,4.0,107.0,0.0,158
63,35482,2362.31691078562,59861.40736147906,18097,96.0,35989.0,511.0,0.0,8.0,0.0,41.0,0.0,29
64,35482,2362.31691078562,59861.40736147906,18097,87.0,7918.0,232.0,0.0,8.0,0.0,67.0,1.0,28
65,35482,2362.31691078562,59861.40736147906,18097,166.0,46263.0,576.0,0.0,22.0,0.0,138.0,0.0,554
66,35482,2362.31691078562,59861.40736147906,18097,235.0,65890.0,767.0,1.0,37.0,0.0,151.0,0.0,430
67,35482,2362.31691078562,59861.40736147906,18097,149.0,72526.0,881.0,22.0,17.0,4.0,156.0,2.0,535
68,35482,2362.31691078562,59861.40736147906,18097,155.0,22258.0,313.0,0.0,23.0,3.0,143.0,0.0,408
69,35482,2362.31691078562,59861.40736147906,18097,127.0,25542.0,309.0,9.0,13.0,5.0,90.0,0.0,221
70,35482,2362.31691078562,59861.40736147906,18097,124.0,47390.0,650.0,5.0,31.0,0.0,77.0,2.0,306
71,35482,2362.31691078562,59861.40736147906,18097,150.0,29129.0,382.0,0.0,23.0,0.0,115.0,0.0,121
72,35482,2362.31691078562,59861.40736147906,18097,117.0,26646.0,445.0,0.0,15.0,0.0,42.0,0.0,24
73,35482,2362.31691078562,59861.40736147906,18097,84.0,3904.0,108.0,0.0,13.0,0.0,51.0,0.0,19
74,35482,2362.31691078562,59861.40736147906,18097,154.0,44145.0,507.0,4.0,42.0,10.0,91.0,1.0,422
75,35482,2362.31691078562,59861.40736147906,18097,111.0,58431.0,566.0,3.0,16.0,6.0,73.0,0.0,309
76,35482,2362.31691078562,59861.40736147906,18097,171.0,48540.0,547.0,6.0,22.0,4.0,165.0,0.0,405
77,35482,2362.31691078562,59861.40736147906,18097,170.0,20711.0,294.0,0.0,25.0,2.0,128.0,0.0,391
78,35482,2362.31691078562,59861.40736147906,18097,179.0,39288.0,552.0,0.0,25.0,4.0,120.0,0.0,261
79,35482,2362.31691078562,59861.40736147906,18097,177.0,44950.0,663.0,0.0,34.0,4.0,139.0,0.0,371
80,35482,2362.31691078562,59861.40736147906,18097,180.0,27277.0,466.0,2.0,24.0,3.0,142.0,0.0,300
81,35482,2362.31691078562,59861.40736147906,18097,181.0,25717.0,590.0,0.0,15.0,14.0,135.0,0.0,120
82,35482,2362.31691078562,59861.40736147906,18097,79.0,20541.0,396.0,0.0,14.0,0.0,63.0,0.0,62
83,35482,2362.31691078562,59861.40736147906,18097,140.0,17805.0,244.0,0.0,27.0,4.0,81.0,0.0,174
84,35482,2362.31691078562,59861.40736147906,18097,70.0,13005.0,143.0,7.0,26.0,2.0,41.0,0.0,147
85,35482,2362.31691078562,59861.40736147906,18097,58.0,15083.0,166.0,0.0,16.0,0.0,57.0,0.0,193
86,35482,2362.31691078562,59861.40736147906,18097,107.0,70883.0,537.0,6.0,23.0,0.0,59.0,1.0,213
87,9377,1279.263301500682,66455.4234829903,3888,76.0,28160.0,355.0,2.0,22.0,2.0,37.0,1.0,232
88,9377,1279.263301500682,66455.4234829903,3888,182.0,45852.0,557.0,0.0,17.0,0.0,113.0,0.0,257
89,9377,1279.263301500682,66455.4234829903,3888,191.0,43590.0,554.0,0.0,32.0,0.0,90.0,0.0,263
90,9377,1279.263301500682,66455.4234829903,3888,193.0,29456.0,531.0,1.0,19.0,0.0,117.0,0.0,196
91,9377,1279.263301500682,66455.4234829903,3888,59.0,6612.0,186.0,0.0,6.0,0.0,66.0,0.0,14
92,9377,1279.263301500682,66455.4234829903,3888,14.0,14473.0,134.0,0.0,5.0,1.0,6.0,0.0,50
93,9377,1279.263301500682,66455.4234829903,3888,157.0,68669.0,538.0,4.0,13.0,0.0,88.0,2.0,278
94,9377,1279.263301500682,66455.4234829903,3888,62.0,7935.0,107.0,7.0,12.0,0.0,51.0,0.0,73
95,9377,1279.263301500682,66455.4234829903,3888,109.0,22508.0,228.0,13.0,17.0,2.0,89.0,0.0,480
96,9377,1279.263301500682,66455.4234829903,3888,151.0,36776.0,386.0,8.0,26.0,4.0,156.0,0.0,487
97,9377,1279.263301500682,66455.4234829903,3888,113.0,34711.0,446.0,0.0,17.0,4.0,72.0,0.0,532
98,9377,1279.263301500682,66455.4234829903,3888,110.0,38021.0,469.0,0.0,17.0,0.0,92.0,0.0,342
99,9377,1279.263301500682,66455.4234829903,3888,166.0,23413.0,264.0,1.0,16.0,0.0,129.0,0.0,229
100,9377,1279.263301500682,66455.4234829903,3888,169.0,21558.0,329.0,6.0,9.0,1.0,84.0,0.0,187
101,9377,1279.263301500682,66455.4234829903,3888,24.0,5590.0,74.0,0.0,1.0,0.0,17.0,0.0,21
102,9377,1279.263301500682,66455.4234829903,3888,103.0,31595.0,367.0,0.0,5.0,0.0,75.0,0.0,119
103,9377,1279.263301500682,66455.4234829903,3888,124.0,30943.0,448.0,2.0,15.0,14.0,169.0,3.0,483
104,9377,1279.263301500682,66455.4234829903,3888,180.0,27583.0,324.0,2.0,26.0,4.0,246.0,0.0,569
105,9377,1279.263301500682,66455.4234829903,3888,121.0,46249.0,513.0,1.0,22.0,5.0,145.0,0.0,936
106,9377,1279.263301500682,66455.4234829903,3888,158.0,49167.0,523.0,15.0,35.0,18.0,148.0,0.0,661
107,9377,1279.263301500682,66455.4234829903,3888,160.0,49005.0,498.0,32.0,18.0,8.0,140.0,0.0,853
108,9377,1279.263301500682,66455.4234829903,3888,169.0,42056.0,544.0,55.0,11.0,0.0,101.0,1.0,550
109,9377,1279.263301500682,66455.4234829903,3888,168.0,34948.0,426.0,18.0,20.0,4.0,156.0,0.0,330
110,9377,1279.263301500682,66455.4234829903,3888,152.0,38709.0,452.0,13.0,17.0,12.0,77.0,0.0,265
111,9377,1279.263301500682,66455.4234829903,3888,162.0,50987.0,531.0,0.0,6.0,1.0,139.0,0.0,164
112,9377,1279.263301500682,66455.4234829903,3888,136.0,32408.0,395.0,0.0,20.0,0.0,126.0,0.0,160
113,9377,1279.263301500682,66455.4234829903,3888,137.0,53363.0,541.0,6.0,31.0,1.0,138.0,1.0,549
114,9377,1279.263301500682,66455.4234829903,3888,169.0,35174.0,450.0,40.0,32.0,0.0,179.0,0.0,463
115,9377,1279.263301500682,66455.4234829903,3888,156.0,66835.0,941.0,10.0,22.0,0.0,209.0,0.0,1027
116,9377,1279.263301500682,66455.4234829903,3888,133.0,41711.0,543.0,8.0,25.0,7.0,92.0,0.0,688
117,9377,1279.263301500682,66455.4234829903,3888,121.0,72819.0,896.0,18.0,22.0,8.0,177.0,1.0,794
118,9377,1279.263301500682,66455.4234829903,3888,144.0,57163.0,678.0,0.0,33.0,3.0,134.0,1.0,619
119,9377,1279.263301500682,66455.4234829903,3888,151.0,42904.0,545.0,0.0,23.0,0.0,131.0,0.0,348
120,9377,1279.263301500682,66455.4234829903,3888,178.0,33636.0,329.0,3.0,15.0,0.0,128.0,0.0,181
121,9377,1279.263301500682,66455.4234829903,3888,132.0,15562.0,169.0,0.0,7.0,0.0,75.0,0.0,162
122,9377,1279.263301500682,66455.4234829903,3888,127.0,29525.0,325.0,10.0,22.0,0.0,118.0,0.0,318
123,9377,1279.263301500682,66455.4234829903,3888,164.0,50988.0,479.0,5.0,29.0,3.0,173.0,0.0,394
124,9377,1279.263301500682,66455.4234829903,3888,185.0,24442.0,325.0,30.0,24.0,0.0,216.0,0.0,317
125,9377,1279.263301500682,66455.4234829903,3888,172.0,21013.0,280.0,2.0,19.0,10.0,177.0,0.0,775
126,9377,1279.263301500682,66455.4234829903,3888,124.0,29456.0,373.0,0.0,18.0,0.0,116.0,0.0,638
127,9377,1279.263301500682,66455.4234829903,3888,211.0,57826.0,830.0,7.0,28.0,2.0,225.0,0.0,495
128,48581,8405.017301038062,28496.06720734444,30688,177.0,43341.0,664.0,0.0,21.0,1.0,178.0,1.0,327
129,48581,8405.017301038062,28496.06720734444,30688,157.0,45504.0,574.0,0.0,21.0,4.0,200.0,0.0,467
130,48581,8405.017301038062,28496.06720734444,30688,162.0,49197.0,703.0,0.0,9.0,0.0,152.0,0.0,396
131,48581,8405.017301038062,28496.06720734444,30688,74.0,8417.0,86.0,0.0,8.0,0.0,31.0,0.0,88
132,48581,8405.017301038062,28496.06720734444,30688,229.0,33826.0,428.0,3.0,26.0,0.0,148.0,0.0,324
133,48581,8405.017301038062,28496.06720734444,30688,166.0,31604.0,376.0,0.0,27.0,1.0,191.0,0.0,461
134,48581,8405.017301038062,28496.06720734444,30688,193.0,34710.0,438.0,52.0,34.0,0.0,150.0,0.0,359
135,48581,8405.017301038062,28496.06720734444,30688,167.0,24415.0,386.0,0.0,24.0,0.0,187.0,2.0,923
136,48581,8405.017301038062,28496.06720734444,30688,129.0,38526.0,460.0,2.0,31.0,3.0,118.0,0.0,675
137,48581,8405.017301038062,28496.06720734444,30688,173.0,51195.0,422.0,0.0,21.0,2.0,98.0,0.0,352
138,48581,8405.017301038062,28496.06720734444,30688,183.0,33077.0,554.0,0.0,12.0,0.0,108.0,0.0,265
139,48581,8405.017301038062,28496.06720734444,30688,104.0,21119.0,336.0,2.0,1.0,0.0,133.0,0.0,244
140,48581,8405.017301038062,28496.06720734444,30688,151.0,61762.0,771.0,3.0,32.0,0.0,150.0,0.0,466
141,48581,8405.017301038062,28496.06720734444,30688,108.0,32959.0,352.0,0.0,13.0,0.0,57.0,0.0,187
142,48581,8405.017301038062,28496.06720734444,30688,119.0,19502.0,295.0,0.0,4.0,0.0,89.0,0.0,41
143,48581,8405.017301038062,28496.06720734444,30688,158.0,35387.0,462.0,6.0,20.0,10.0,224.0,1.0,554
144,48581,8405.017301038062,28496.06720734444,30688,161.0,27300.0,325.0,45.0,18.0,0.0,238.0,0.0,402
145,48581,8405.017301038062,28496.06720734444,30688,158.0,40955.0,436.0,28.0,19.0,8.0,201.0,0.0,686
146,48581,8405.017301038062,28496.06720734444,30688,125.0,39301.0,499.0,9.0,13.0,6.0,114.0,0.0,327
147,48581,8405.017301038062,28496.06720734444,30688,157.0,20355.0,227.0,5.0,20.0,0.0,180.0,5.0,338
148,48581,8405.017301038062,28496.06720734444,30688,96.0,24608.0,286.0,0.0,8.0,0.0,87.0,0.0,206
149,48581,8405.017301038062,28496.06720734444,30688,27.0,17936.0,199.0,0.0,13.0,0.0,11.0,0.0,158
150,48581,8405.017301038062,28496.06720734444,30688,164.0,37652.0,479.0,1.0,17.0,0.0,107.0,0.0,181
151,48581,8405.017301038062,28496.06720734444,30688,46.0,5828.0,102.0,0.0,0.0,0.0,21.0,0.0,13
152,48581,8405.017301038062,28496.06720734444,30688,39.0,1560.0,30.0,2.0,15.0,0.0,90.0,0.0,8
153,48581,8405.017301038062,28496.06720734444,30688,177.0,78535.0,708.0,2.0,24.0,5.0,238.0,1.0,382
154,48581,8405.017301038062,28496.06720734444,30688,173.0,138082.0,904.0,47.0,29.0,11.0,237.0,0.0,748
155,48581,8405.017301038062,28496.06720734444,30688,171.0,33012.0,424.0,2.0,30.0,0.0,243.0,0.0,722
156,48581,8405.017301038062,28496.06720734444,30688,110.0,43851.0,458.0,0.0,20.0,2.0,154.0,0.0,347
157,48581,8405.017301038062,28496.06720734444,30688,122.0,42868.0,464.0,0.0,15.0,1.0,96.0,1.0,310
158,48581,8405.017301038062,28496.06720734444,30688,30.0,14897.0,215.0,3.0,13.0,0.0,17.0,0.0,138
159,22286,2924.6719160104985,34239.76662478686,13901,25.0,3042.0,51.0,0.0,11.0,0.0,35.0,0.0,46
160,22286,2924.6719160104985,34239.76662478686,13901,90.0,21548.0,289.0,0.0,6.0,0.0,63.0,0.0,69
161,22286,2924.6719160104985,34239.76662478686,13901,15.0,1371.0,21.0,2.0,15.0,0.0,90.0,0.0,2
162,48581,8405.017301038062,28496.06720734444,30688,191.0,80446.0,614.0,29.0,41.0,2.0,148.0,1.0,681
163,48581,8405.017301038062,28496.06720734444,30688,211.0,55160.0,466.0,4.0,20.0,0.0,240.0,0.0,531
164,48581,8405.017301038062,28496.06720734444,30688,132.0,14437.0,156.0,0.0,31.0,0.0,154.0,1.0,422
165,22286,2924.6719160104985,34239.76662478686,13901,73.0,26788.0,232.0,0.0,22.0,0.0,72.0,0.0,194
166,22286,2924.6719160104985,34239.76662478686,13901,172.0,42154.0,481.0,4.0,15.0,5.0,163.0,1.0,379
167,22286,2924.6719160104985,34239.76662478686,13901,70.0,16734.0,219.0,2.0,33.0,2.0,44.0,1.0,199
168,22286,2924.6719160104985,34239.76662478686,13901,68.0,4790.0,74.0,0.0,19.0,0.0,48.0,0.0,27
169,22286,2924.6719160104985,34239.76662478686,13901,59.0,6220.0,120.0,1.0,16.0,0.0,51.0,0.0,22
170,22286,2924.6719160104985,34239.76662478686,13901,88.0,26126.0,218.0,0.0,8.0,1.0,88.0,0.0,105
171,22286,2924.6719160104985,34239.76662478686,13901,32.0,632.0,9.0,0.0,2.0,0.0,28.0,0.0,4
172,22286,2924.6719160104985,34239.76662478686,13901,86.0,7418.0,103.0,4.0,4.0,1.0,45.0,0.0,74
